,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
22886,TOR,2016,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Jonas Valančiūnas,Luis Scola,Patrick Patterson,Terrence Ross,Cory Joseph,Norman Powell,Bismack Biyombo,James Johnson,Jason Thompson,Delon Wright,,
22887,IND,2016,Paul George,Ian Mahinmi,George Hill,Monta Ellis,Myles Turner,Solomon Hill,Rodney Stuckey,C.J. Miles,Ty Lawson,Glenn Robinson III,Lavoy Allen,Jordan Hill,Joe Young,,
22888,LAC,2016,Chris Paul,Blake Griffin,DeAndre Jordan,J.J. Redick,Luc Mbah a Moute,Jamal Crawford,Jeff Green,Austin Rivers,Wesley Johnson,Cole Aldrich,Paul Pierce,,,,
22889,POR,2016,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Allen Crabbe,Ed Davis,Gerald Henderson,Chris Kaman,,,,,,
22890,ATL,2016,Kyle Korver,Paul Millsap,Kent Bazemore,Al Horford,Jeff Teague,Dennis Schröder,Thabo Sefolosha,Mike Scott,Mike Muscala,,,,,,
22891,BOS,2016,Evan Turner,Isaiah Thomas,Jae Crowder,Jonas Jerebko,Amir Johnson,Marcus Smart,Jared Sullinger,Terry Rozier,Kelly Olynyk,,,,,,
22892,CLE,2016,LeBron James,Kyrie Irving,Tristan Thompson,J.R. Smith,Kevin Love,Richard Jefferson,Matthew Dellavedova,Iman Shumpert,Channing Frye,,,,,,
22893,DET,2016,Kentavious Caldwell-Pope,Tobias Harris,Reggie Jackson,Andre Drummond,Marcus Morris,Stanley Johnson,Steve Blake,Aron Baynes,Anthony Tolliver,,,,,,
22894,GSW,2016,Draymond Green,Klay Thompson,Harrison Barnes,Stephen Curry,Andrew Bogut,Andre Iguodala,Shaun Livingston,Marreese Speights,Festus Ezeli,Ian Clark,Leandro Barbosa,James Michael McAdoo,Brandon Rush,,
22895,HOU,2016,James Harden,Dwight Howard,Trevor Ariza,Donatas Motiejūnas,Patrick Beverley,Jason Terry,Michael Beasley,Corey Brewer,Clint Capela,K.J. McDaniels,Montrezl Harrell,,,,
22896,SAS,2016,Kawhi Leonard,LaMarcus Aldridge,Tony Parker,Tim Duncan,Danny Green,Boris Diaw,Kyle Anderson,David West,Patty Mills,Jonathon Simmons,Manu Ginóbili,Andre Miller,Boban Marjanović,,
22897,MEM,2016,Matt Barnes,Jordan Farmar,Vince Carter,Zach Randolph,Tony Allen,Lance Stephenson,Chris Andersen,JaMychal Green,Xavier Munford,,,,,,
22898,MIA,2016,Joe Johnson,Luol Deng,Dwyane Wade,Hassan Whiteside,Goran Dragić,Josh Richardson,Justise Winslow,Udonis Haslem,Amar'e Stoudemire,Gerald Green,Dorell Wright,,,,
22899,CHO,2016,Courtney Lee,Kemba Walker,Marvin Williams,Al Jefferson,Frank Kaminsky,Jeremy Lin,Cody Zeller,Spencer Hawes,,,,,,,
22900,DAL,2016,Wesley Matthews,Dirk Nowitzki,Zaza Pachulia,Raymond Felton,Justin Anderson,Devin Harris,Dwight Powell,J.J. Barea,,,,,,,
22901,OKC,2016,Kevin Durant,Russell Westbrook,Steven Adams,Andre Roberson,Serge Ibaka,Dion Waiters,Enes Freedom,Nick Collison,Randy Foye,Cameron Payne,,,,,
22902,LAC,2016,DeAndre Jordan,Blake Griffin,J.J. Redick,Chris Paul,Luc Mbah a Moute,Jamal Crawford,Jeff Green,Austin Rivers,Paul Pierce,Cole Aldrich,Wesley Johnson,Pablo Prigioni,,,
22903,POR,2016,Damian Lillard,CJ McCollum,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Allen Crabbe,Gerald Henderson,Ed Davis,Chris Kaman,,,,,,
22904,BOS,2016,Evan Turner,Isaiah Thomas,Jae Crowder,Jonas Jerebko,Amir Johnson,Terry Rozier,Marcus Smart,Jared Sullinger,Tyler Zeller,R.J. Hunter,Kelly Olynyk,Jordan Mickey,James Young,,
22905,ATL,2016,Paul Millsap,Kyle Korver,Al Horford,Kent Bazemore,Jeff Teague,Mike Scott,Thabo Sefolosha,Tim Hardaway Jr.,Dennis Schröder,Mike Muscala,Kirk Hinrich,Kris Humphries,Lamar Patterson,,
22906,IND,2016,Paul George,Myles Turner,George Hill,Monta Ellis,Ian Mahinmi,Solomon Hill,Rodney Stuckey,C.J. Miles,Ty Lawson,,,,,,
22907,TOR,2016,DeMar DeRozan,Kyle Lowry,Patrick Patterson,DeMarre Carroll,Jonas Valančiūnas,Norman Powell,Bismack Biyombo,Cory Joseph,Terrence Ross,,,,,,
22908,HOU,2016,Dwight Howard,James Harden,Trevor Ariza,Patrick Beverley,Donatas Motiejūnas,Michael Beasley,Jason Terry,Corey Brewer,Josh Smith,Andrew Goudelock,Clint Capela,K.J. McDaniels,Montrezl Harrell,,
22909,GSW,2016,Draymond Green,Klay Thompson,Shaun Livingston,Harrison Barnes,Andrew Bogut,Andre Iguodala,Brandon Rush,Leandro Barbosa,Ian Clark,Marreese Speights,Anderson Varejão,Festus Ezeli,James Michael McAdoo,,
22910,POR,2016,Damian Lillard,CJ McCollum,Maurice Harkless,Mason Plumlee,Al-Farouq Aminu,Allen Crabbe,Gerald Henderson,Ed Davis,,,,,,,
22911,LAC,2016,Jamal Crawford,Austin Rivers,J.J. Redick,DeAndre Jordan,Paul Pierce,Jeff Green,Cole Aldrich,Pablo Prigioni,Wesley Johnson,Jeff Ayres,C.J. Wilcox,,,,
22912,CHO,2016,Kemba Walker,Marvin Williams,Courtney Lee,Frank Kaminsky,Al Jefferson,Jeremy Lin,Nicolas Batum,Cody Zeller,Spencer Hawes,,,,,,
22913,MIA,2016,Joe Johnson,Luol Deng,Dwyane Wade,Hassan Whiteside,Goran Dragić,Josh Richardson,Justise Winslow,Josh McRoberts,Gerald Green,,,,,,
22914,ATL,2016,Paul Millsap,Kyle Korver,Kent Bazemore,Al Horford,Jeff Teague,Dennis Schröder,Mike Scott,Tim Hardaway Jr.,Thabo Sefolosha,Mike Muscala,,,,,
22915,BOS,2016,Isaiah Thomas,Evan Turner,Jonas Jerebko,Jae Crowder,Amir Johnson,Marcus Smart,Terry Rozier,Tyler Zeller,Jared Sullinger,Kelly Olynyk,R.J. Hunter,,,,
22916,MIA,2016,Joe Johnson,Dwyane Wade,Luol Deng,Goran Dragić,Hassan Whiteside,Josh Richardson,Justise Winslow,Udonis Haslem,Gerald Green,Josh McRoberts,,,,,
22917,CHO,2016,Courtney Lee,Kemba Walker,Marvin Williams,Frank Kaminsky,Al Jefferson,Jeremy Lin,Cody Zeller,Nicolas Batum,Troy Daniels,,,,,,
22918,TOR,2016,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Patrick Patterson,Jonas Valančiūnas,Cory Joseph,Norman Powell,Bismack Biyombo,Terrence Ross,Jason Thompson,Delon Wright,,,,
22919,IND,2016,Paul George,George Hill,Myles Turner,Ian Mahinmi,Monta Ellis,Solomon Hill,Rodney Stuckey,Ty Lawson,C.J. Miles,Jordan Hill,Joe Young,Lavoy Allen,Glenn Robinson III,,
22920,LAC,2016,Jeff Green,DeAndre Jordan,Austin Rivers,J.J. Redick,Luc Mbah a Moute,Jamal Crawford,Wesley Johnson,Paul Pierce,Cole Aldrich,C.J. Wilcox,Pablo Prigioni,,,,
22921,POR,2016,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Allen Crabbe,Gerald Henderson,Ed Davis,,,,,,,
22922,OKC,2016,Kevin Durant,Russell Westbrook,Serge Ibaka,Steven Adams,Andre Roberson,Nick Collison,Enes Freedom,Cameron Payne,Dion Waiters,Kyle Singler,Randy Foye,Anthony Morrow,Nazr Mohammed,,
22923,SAS,2016,LaMarcus Aldridge,Tony Parker,Danny Green,Kawhi Leonard,Tim Duncan,Kyle Anderson,David West,Boris Diaw,Kevin Martin,Manu Ginóbili,Andre Miller,Patty Mills,Boban Marjanović,,
22924,POR,2016,Damian Lillard,CJ McCollum,Maurice Harkless,Al-Farouq Aminu,Mason Plumlee,Allen Crabbe,Ed Davis,Gerald Henderson,Brian Roberts,Pat Connaughton,Luis Montero,Noah Vonleh,,,
22925,GSW,2016,Harrison Barnes,Draymond Green,Klay Thompson,Shaun Livingston,Andrew Bogut,Andre Iguodala,Leandro Barbosa,Marreese Speights,Ian Clark,Brandon Rush,Anderson Varejão,James Michael McAdoo,,,
22926,CHO,2016,Kemba Walker,Marvin Williams,Frank Kaminsky,Courtney Lee,Al Jefferson,Nicolas Batum,Jeremy Lin,Cody Zeller,Troy Daniels,Jeremy Lamb,Jorge Gutiérrez,Aaron Harrison,,,
22927,MIA,2016,Joe Johnson,Goran Dragić,Hassan Whiteside,Luol Deng,Dwyane Wade,Gerald Green,Justise Winslow,Josh McRoberts,Josh Richardson,Tyler Johnson,Dorell Wright,,,,
22928,IND,2016,Paul George,George Hill,Monta Ellis,Myles Turner,Ian Mahinmi,Solomon Hill,Rodney Stuckey,C.J. Miles,Ty Lawson,,,,,,
22929,TOR,2016,DeMar DeRozan,Kyle Lowry,DeMarre Carroll,Jonas Valančiūnas,Patrick Patterson,Cory Joseph,Norman Powell,Bismack Biyombo,Terrence Ross,,,,,,
22930,ATL,2016,Paul Millsap,Kyle Korver,Al Horford,Kent Bazemore,Jeff Teague,Dennis Schröder,Mike Scott,Thabo Sefolosha,Tim Hardaway Jr.,Mike Muscala,,,,,
22931,CLE,2016,LeBron James,Tristan Thompson,J.R. Smith,Kevin Love,Kyrie Irving,Iman Shumpert,Matthew Dellavedova,Richard Jefferson,Channing Frye,,,,,,
22932,OKC,2016,Kevin Durant,Russell Westbrook,Steven Adams,Serge Ibaka,Andre Roberson,Dion Waiters,Enes Freedom,Anthony Morrow,Cameron Payne,,,,,,
22933,SAS,2016,LaMarcus Aldridge,Danny Green,Kawhi Leonard,Tim Duncan,Tony Parker,Manu Ginóbili,Patty Mills,David West,Boris Diaw,Kyle Anderson,Boban Marjanović,,,,
22934,POR,2016,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Gerald Henderson,Allen Crabbe,Ed Davis,Brian Roberts,,,,,,
22935,GSW,2016,Draymond Green,Klay Thompson,Shaun Livingston,Harrison Barnes,Andrew Bogut,Andre Iguodala,Leandro Barbosa,Festus Ezeli,Ian Clark,Marreese Speights,Anderson Varejão,,,,
22936,MIA,2016,Joe Johnson,Goran Dragić,Hassan Whiteside,Luol Deng,Dwyane Wade,Josh Richardson,Justise Winslow,Amar'e Stoudemire,Gerald Green,Udonis Haslem,,,,,
22937,TOR,2016,Kyle Lowry,DeMar DeRozan,Jonas Valančiūnas,DeMarre Carroll,Norman Powell,Terrence Ross,Cory Joseph,Patrick Patterson,Bismack Biyombo,,,,,,
22938,ATL,2016,Kent Bazemore,Paul Millsap,Al Horford,Jeff Teague,Kyle Korver,Mike Scott,Thabo Sefolosha,Tim Hardaway Jr.,Kris Humphries,Mike Muscala,Dennis Schröder,Kirk Hinrich,Lamar Patterson,,
22939,CLE,2016,J.R. Smith,LeBron James,Kevin Love,Kyrie Irving,Tristan Thompson,Richard Jefferson,Channing Frye,Iman Shumpert,Matthew Dellavedova,Timofey Mozgov,Mo Williams,James Jones,Dahntay Jones,,
22940,MIA,2016,Luol Deng,Joe Johnson,Hassan Whiteside,Dwyane Wade,Goran Dragić,Josh Richardson,Gerald Green,Justise Winslow,Udonis Haslem,Amar'e Stoudemire,,,,,
22941,TOR,2016,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Jonas Valančiūnas,Norman Powell,Terrence Ross,Cory Joseph,Patrick Patterson,Bismack Biyombo,James Johnson,,,,,
22942,CLE,2016,Kyrie Irving,LeBron James,J.R. Smith,Kevin Love,Tristan Thompson,Channing Frye,Iman Shumpert,Matthew Dellavedova,Richard Jefferson,,,,,,
22943,ATL,2016,Paul Millsap,Jeff Teague,Al Horford,Kent Bazemore,Thabo Sefolosha,Kyle Korver,Kris Humphries,Dennis Schröder,Mike Scott,Tim Hardaway Jr.,Mike Muscala,,,,
22944,SAS,2016,LaMarcus Aldridge,Kawhi Leonard,Tony Parker,Danny Green,Tim Duncan,David West,Manu Ginóbili,Patty Mills,Boris Diaw,Kyle Anderson,,,,,
22945,OKC,2016,Kevin Durant,Steven Adams,Russell Westbrook,Serge Ibaka,Andre Roberson,Dion Waiters,Enes Freedom,Cameron Payne,Anthony Morrow,,,,,,
22946,TOR,2016,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Patrick Patterson,Jonas Valančiūnas,Cory Joseph,Terrence Ross,Bismack Biyombo,Luis Scola,Norman Powell,,,,,
22947,MIA,2016,Luol Deng,Joe Johnson,Dwyane Wade,Goran Dragić,Hassan Whiteside,Josh Richardson,Udonis Haslem,Gerald Green,Josh McRoberts,Amar'e Stoudemire,,,,,
22948,GSW,2016,Draymond Green,Klay Thompson,Harrison Barnes,Shaun Livingston,Andrew Bogut,Andre Iguodala,Leandro Barbosa,Ian Clark,Brandon Rush,Festus Ezeli,Marreese Speights,James Michael McAdoo,,,
22949,POR,2016,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Allen Crabbe,Ed Davis,Gerald Henderson,Brian Roberts,,,,,,
22950,CLE,2016,Kyrie Irving,LeBron James,Kevin Love,J.R. Smith,Tristan Thompson,Channing Frye,Iman Shumpert,Matthew Dellavedova,Richard Jefferson,,,,,,
22951,ATL,2016,Paul Millsap,Al Horford,Kent Bazemore,Thabo Sefolosha,Jeff Teague,Dennis Schröder,Kyle Korver,Kris Humphries,Mike Scott,,,,,,
22952,SAS,2016,Kawhi Leonard,LaMarcus Aldridge,Tony Parker,Danny Green,Tim Duncan,David West,Manu Ginóbili,Boris Diaw,Patty Mills,Kyle Anderson,,,,,
22953,OKC,2016,Kevin Durant,Russell Westbrook,Steven Adams,Serge Ibaka,Andre Roberson,Dion Waiters,Enes Freedom,Randy Foye,Cameron Payne,Nick Collison,,,,,
22954,TOR,2016,Patrick Patterson,DeMarre Carroll,DeMar DeRozan,Kyle Lowry,Bismack Biyombo,Cory Joseph,Terrence Ross,Lucas Nogueira,Norman Powell,,,,,,
22955,MIA,2016,Luol Deng,Goran Dragić,Joe Johnson,Dwyane Wade,Amar'e Stoudemire,Justise Winslow,Josh McRoberts,Josh Richardson,Udonis Haslem,Tyler Johnson,,,,,
22956,GSW,2016,Draymond Green,Klay Thompson,Harrison Barnes,Andrew Bogut,Shaun Livingston,Andre Iguodala,Stephen Curry,Ian Clark,Festus Ezeli,Marreese Speights,Leandro Barbosa,,,,
22957,POR,2016,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Allen Crabbe,Gerald Henderson,Ed Davis,Brian Roberts,,,,,,
22958,OKC,2016,Kevin Durant,Russell Westbrook,Steven Adams,Serge Ibaka,Andre Roberson,Enes Freedom,Dion Waiters,Randy Foye,Anthony Morrow,,,,,,
22959,SAS,2016,Kawhi Leonard,LaMarcus Aldridge,Tony Parker,Danny Green,Tim Duncan,Manu Ginóbili,Patty Mills,Boris Diaw,David West,Kyle Anderson,,,,,
22960,POR,2016,CJ McCollum,Damian Lillard,Al-Farouq Aminu,Mason Plumlee,Maurice Harkless,Allen Crabbe,Ed Davis,Gerald Henderson,Brian Roberts,,,,,,
22961,GSW,2016,Stephen Curry,Harrison Barnes,Draymond Green,Klay Thompson,Andrew Bogut,Andre Iguodala,Shaun Livingston,Festus Ezeli,Leandro Barbosa,Marreese Speights,Anderson Varejão,,,,
22962,MIA,2016,Goran Dragić,Dwyane Wade,Joe Johnson,Luol Deng,Amar'e Stoudemire,Justise Winslow,Josh Richardson,Josh McRoberts,Tyler Johnson,Gerald Green,Udonis Haslem,,,,
22963,TOR,2016,Kyle Lowry,Patrick Patterson,Bismack Biyombo,DeMar DeRozan,DeMarre Carroll,Cory Joseph,Terrence Ross,Jason Thompson,Norman Powell,,,,,,
22964,SAS,2016,Kawhi Leonard,Tim Duncan,LaMarcus Aldridge,Danny Green,Tony Parker,Manu Ginóbili,Kyle Anderson,Patty Mills,Andre Miller,David West,Boban Marjanović,Kevin Martin,,,
22965,OKC,2016,Kevin Durant,Steven Adams,Russell Westbrook,Serge Ibaka,Andre Roberson,Enes Freedom,Dion Waiters,Randy Foye,,,,,,,
22966,TOR,2016,DeMar DeRozan,Kyle Lowry,Patrick Patterson,Bismack Biyombo,DeMarre Carroll,Cory Joseph,Terrence Ross,Lucas Nogueira,James Johnson,Jason Thompson,Norman Powell,,,,
22967,MIA,2016,Luol Deng,Goran Dragić,Dwyane Wade,Joe Johnson,Justise Winslow,Josh Richardson,Josh McRoberts,Tyler Johnson,,,,,,,
22968,MIA,2016,Goran Dragić,Justise Winslow,Dwyane Wade,Joe Johnson,Luol Deng,Josh Richardson,Tyler Johnson,Josh McRoberts,Gerald Green,Dorell Wright,,,,,
22969,TOR,2016,Kyle Lowry,Bismack Biyombo,Patrick Patterson,DeMar DeRozan,DeMarre Carroll,Cory Joseph,Terrence Ross,Jason Thompson,Norman Powell,Delon Wright,Lucas Nogueira,James Johnson,,,
22970,OKC,2016,Kevin Durant,Russell Westbrook,Steven Adams,Serge Ibaka,Andre Roberson,Dion Waiters,Enes Freedom,Randy Foye,,,,,,,
22971,GSW,2016,Draymond Green,Stephen Curry,Klay Thompson,Harrison Barnes,Andrew Bogut,Andre Iguodala,Shaun Livingston,Festus Ezeli,Marreese Speights,Leandro Barbosa,,,,,
22972,TOR,2016,DeMar DeRozan,Kyle Lowry,Bismack Biyombo,Patrick Patterson,DeMarre Carroll,James Johnson,Terrence Ross,Cory Joseph,Luis Scola,Delon Wright,Norman Powell,Jason Thompson,Lucas Nogueira,,
22973,CLE,2016,Kyrie Irving,LeBron James,Tristan Thompson,Kevin Love,J.R. Smith,Iman Shumpert,Richard Jefferson,Matthew Dellavedova,Channing Frye,Mo Williams,Timofey Mozgov,Dahntay Jones,James Jones,,
22974,OKC,2016,Steven Adams,Kevin Durant,Russell Westbrook,Serge Ibaka,Andre Roberson,Dion Waiters,Randy Foye,Enes Freedom,Anthony Morrow,Kyle Singler,Cameron Payne,Nick Collison,,,
22975,GSW,2016,Draymond Green,Harrison Barnes,Klay Thompson,Stephen Curry,Andrew Bogut,Andre Iguodala,Shaun Livingston,Leandro Barbosa,Festus Ezeli,Marreese Speights,Ian Clark,Brandon Rush,Anderson Varejão,,
22976,TOR,2016,DeMar DeRozan,Kyle Lowry,Bismack Biyombo,DeMarre Carroll,Luis Scola,Patrick Patterson,Cory Joseph,James Johnson,Terrence Ross,Delon Wright,Jason Thompson,Norman Powell,Lucas Nogueira,,
22977,CLE,2016,Kyrie Irving,LeBron James,Kevin Love,Tristan Thompson,J.R. Smith,Iman Shumpert,Richard Jefferson,Channing Frye,Matthew Dellavedova,Dahntay Jones,Timofey Mozgov,James Jones,Mo Williams,,
22978,CLE,2016,LeBron James,Kyrie Irving,J.R. Smith,Kevin Love,Tristan Thompson,Iman Shumpert,Channing Frye,Matthew Dellavedova,Richard Jefferson,Mo Williams,Dahntay Jones,James Jones,Timofey Mozgov,,
22979,TOR,2016,DeMar DeRozan,Bismack Biyombo,Kyle Lowry,DeMarre Carroll,Luis Scola,Cory Joseph,Patrick Patterson,Terrence Ross,James Johnson,,,,,,
22980,GSW,2016,Harrison Barnes,Draymond Green,Stephen Curry,Klay Thompson,Andrew Bogut,Andre Iguodala,Ian Clark,Shaun Livingston,Marreese Speights,Brandon Rush,Festus Ezeli,Leandro Barbosa,Anderson Varejão,,
22981,OKC,2016,Serge Ibaka,Kevin Durant,Russell Westbrook,Andre Roberson,Steven Adams,Dion Waiters,Randy Foye,Enes Freedom,Kyle Singler,Cameron Payne,Anthony Morrow,,,,
22982,CLE,2016,LeBron James,Kyrie Irving,J.R. Smith,Kevin Love,Tristan Thompson,Channing Frye,Matthew Dellavedova,Richard Jefferson,Iman Shumpert,,,,,,
22983,TOR,2016,Kyle Lowry,Bismack Biyombo,DeMar DeRozan,DeMarre Carroll,Luis Scola,Patrick Patterson,Cory Joseph,Terrence Ross,James Johnson,,,,,,
22984,GSW,2016,Stephen Curry,Draymond Green,Harrison Barnes,Klay Thompson,Andrew Bogut,Andre Iguodala,Shaun Livingston,Marreese Speights,Festus Ezeli,Anderson Varejão,Ian Clark,Brandon Rush,Leandro Barbosa,,
22985,OKC,2016,Kevin Durant,Russell Westbrook,Andre Roberson,Serge Ibaka,Steven Adams,Dion Waiters,Randy Foye,Enes Freedom,Cameron Payne,Kyle Singler,Nazr Mohammed,Anthony Morrow,,,
22986,TOR,2016,DeMar DeRozan,Kyle Lowry,DeMarre Carroll,Bismack Biyombo,Luis Scola,Terrence Ross,Patrick Patterson,Jonas Valančiūnas,Norman Powell,Delon Wright,Jason Thompson,James Johnson,Cory Joseph,,
22987,CLE,2016,LeBron James,J.R. Smith,Tristan Thompson,Kyrie Irving,Kevin Love,Richard Jefferson,Channing Frye,Timofey Mozgov,James Jones,Mo Williams,Iman Shumpert,Dahntay Jones,Matthew Dellavedova,,
22988,OKC,2016,Kevin Durant,Russell Westbrook,Serge Ibaka,Andre Roberson,Steven Adams,Dion Waiters,Randy Foye,Anthony Morrow,Enes Freedom,,,,,,
22989,GSW,2016,Draymond Green,Stephen Curry,Klay Thompson,Andrew Bogut,Harrison Barnes,Andre Iguodala,Shaun Livingston,Marreese Speights,Leandro Barbosa,Festus Ezeli,Anderson Varejão,,,,
22990,CLE,2016,LeBron James,Kyrie Irving,Kevin Love,J.R. Smith,Tristan Thompson,Iman Shumpert,Channing Frye,Richard Jefferson,Matthew Dellavedova,Dahntay Jones,James Jones,,,,
22991,TOR,2016,Kyle Lowry,DeMar DeRozan,DeMarre Carroll,Bismack Biyombo,Luis Scola,Patrick Patterson,Jonas Valančiūnas,James Johnson,Cory Joseph,Terrence Ross,Norman Powell,Jason Thompson,Delon Wright,,
22992,GSW,2016,Draymond Green,Stephen Curry,Klay Thompson,Harrison Barnes,Andrew Bogut,Andre Iguodala,Shaun Livingston,Marreese Speights,Leandro Barbosa,Anderson Varejão,Festus Ezeli,,,,
22993,OKC,2016,Kevin Durant,Russell Westbrook,Serge Ibaka,Andre Roberson,Steven Adams,Dion Waiters,Enes Freedom,Randy Foye,Anthony Morrow,,,,,,
22994,OKC,2016,Kevin Durant,Russell Westbrook,Serge Ibaka,Andre Roberson,Steven Adams,Dion Waiters,Enes Freedom,,,,,,,,
22995,GSW,2016,Andre Iguodala,Klay Thompson,Stephen Curry,Draymond Green,Andrew Bogut,Harrison Barnes,Shaun Livingston,Festus Ezeli,Marreese Speights,Leandro Barbosa,Anderson Varejão,,,,
22996,CLE,2016,LeBron James,Kyrie Irving,Kevin Love,J.R. Smith,Tristan Thompson,Iman Shumpert,Richard Jefferson,Matthew Dellavedova,Channing Frye,Dahntay Jones,James Jones,Timofey Mozgov,Mo Williams,,
22997,GSW,2016,Draymond Green,Stephen Curry,Harrison Barnes,Klay Thompson,Andrew Bogut,Andre Iguodala,Shaun Livingston,Leandro Barbosa,Festus Ezeli,Anderson Varejão,Ian Clark,Marreese Speights,Brandon Rush,,
22998,CLE,2016,LeBron James,J.R. Smith,Kyrie Irving,Kevin Love,Tristan Thompson,Richard Jefferson,Iman Shumpert,Matthew Dellavedova,Timofey Mozgov,James Jones,Mo Williams,Dahntay Jones,Channing Frye,,
22999,GSW,2016,Harrison Barnes,Draymond Green,Klay Thompson,Stephen Curry,Andrew Bogut,Andre Iguodala,Shaun Livingston,Leandro Barbosa,Festus Ezeli,Ian Clark,Brandon Rush,Marreese Speights,,,
23000,GSW,2016,Draymond Green,Harrison Barnes,Stephen Curry,Klay Thompson,Andrew Bogut,Andre Iguodala,Shaun Livingston,Leandro Barbosa,Anderson Varejão,Marreese Speights,Brandon Rush,Ian Clark,Festus Ezeli,,
23001,CLE,2016,LeBron James,J.R. Smith,Kyrie Irving,Richard Jefferson,Tristan Thompson,Iman Shumpert,Channing Frye,Matthew Dellavedova,Timofey Mozgov,Mo Williams,James Jones,Dahntay Jones,Jordan McRae,,
23002,GSW,2016,Draymond Green,Harrison Barnes,Stephen Curry,Klay Thompson,Andrew Bogut,Andre Iguodala,Shaun Livingston,James Michael McAdoo,Anderson Varejão,Festus Ezeli,,,,,
23003,CLE,2016,LeBron James,J.R. Smith,Kyrie Irving,Tristan Thompson,Richard Jefferson,Kevin Love,Iman Shumpert,Channing Frye,Matthew Dellavedova,,,,,,
23004,CLE,2016,LeBron James,Tristan Thompson,Kyrie Irving,Kevin Love,J.R. Smith,Iman Shumpert,Richard Jefferson,Matthew Dellavedova,Mo Williams,Dahntay Jones,James Jones,Timofey Mozgov,,,
23005,GSW,2016,Andre Iguodala,Klay Thompson,Stephen Curry,Harrison Barnes,Andrew Bogut,Shaun Livingston,Marreese Speights,Leandro Barbosa,Festus Ezeli,Anderson Varejão,James Michael McAdoo,Brandon Rush,,,
23006,GSW,2016,Draymond Green,Klay Thompson,Stephen Curry,Andre Iguodala,Harrison Barnes,Shaun Livingston,Leandro Barbosa,Festus Ezeli,Brandon Rush,Anderson Varejão,Ian Clark,James Michael McAdoo,Marreese Speights,,
23007,CLE,2016,Tristan Thompson,LeBron James,J.R. Smith,Kyrie Irving,Kevin Love,Richard Jefferson,Iman Shumpert,Mo Williams,Dahntay Jones,Matthew Dellavedova,James Jones,Timofey Mozgov,,,
23008,CLE,2016,LeBron James,Kyrie Irving,J.R. Smith,Tristan Thompson,Kevin Love,Richard Jefferson,Iman Shumpert,Mo Williams,,,,,,,
23009,GSW,2016,Draymond Green,Klay Thompson,Stephen Curry,Harrison Barnes,Festus Ezeli,Andre Iguodala,Shaun Livingston,Anderson Varejão,Marreese Speights,Leandro Barbosa,,,,,
23010,HOU,2015,Patrick Beverley,James Harden,Terrence Jones,Trevor Ariza,Dwight Howard,Tarik Black,Jason Terry,Kostas Papanikolaou,Donatas Motiejūnas,Troy Daniels,Isaiah Canaan,,,,
23011,LAL,2015,Jeremy Lin,Kobe Bryant,Carlos Boozer,Jordan Hill,Wesley Johnson,Ronnie Price,Ed Davis,Jordan Clarkson,Xavier Henry,Julius Randle,Robert Sacre,,,,
23012,ORL,2015,Tobias Harris,Nikola Vučević,Evan Fournier,Elfrid Payton,Kyle O'Quinn,Aaron Gordon,Ben Gordon,Luke Ridnour,Dewayne Dedmon,Willie Green,Devyn Marble,,,,
23013,NOP,2015,Anthony Davis,Tyreke Evans,Ömer Aşık,Eric Gordon,Jrue Holiday,Ryan Anderson,Austin Rivers,Jimmer Fredette,John Salmons,Alexis Ajinça,Luke Babbitt,Jeff Withey,,,
23014,DAL,2015,Monta Ellis,Chandler Parsons,Dirk Nowitzki,Jameer Nelson,Tyson Chandler,Devin Harris,Brandan Wright,Richard Jefferson,Jae Crowder,Al-Farouq Aminu,Greg Smith,,,,
23015,SAS,2015,Tony Parker,Danny Green,Marco Belinelli,Tim Duncan,Matt Bonner,Boris Diaw,Manu Ginóbili,Aron Baynes,Cory Joseph,,,,,,
23016,BRK,2015,Deron Williams,Joe Johnson,Bojan Bogdanović,Kevin Garnett,Mason Plumlee,Jarrett Jack,Alan Anderson,Mirza Teletović,Andrei Kirilenko,Cory Jefferson,Jerome Jordan,Sergey Karasev,,,
23017,BOS,2015,Jeff Green,Avery Bradley,Rajon Rondo,Kelly Olynyk,Jared Sullinger,Marcus Smart,Evan Turner,Brandon Bass,Marcus Thornton,Tyler Zeller,,,,,
23018,MIL,2015,Brandon Knight,Jabari Parker,Khris Middleton,Jared Dudley,Larry Sanders,O.J. Mayo,Giannis Antetokounmpo,Zaza Pachulia,Jerryd Bayless,John Henson,Ersan İlyasova,,,,
