,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,ts%,efg%,3par,ftr,orb%,drb%,trb%,ast%,stl%,blk%,tov%,usg%,ortg,drtg,fg_max,fga_max,fg%_max,3p_max,3pa_max,3p%_max,ft_max,fta_max,ft%_max,orb_max,drb_max,trb_max,ast_max,stl_max,blk_max,tov_max,pf_max,pts_max,+/-_max,ts%_max,efg%_max,3par_max,ftr_max,orb%_max,drb%_max,trb%_max,ast%_max,stl%_max,blk%_max,tov%_max,usg%_max,ortg_max,drtg_max,team,total,home,fg_opp,fga_opp,fg%_opp,3p_opp,3pa_opp,3p%_opp,ft_opp,fta_opp,ft%_opp,orb_opp,drb_opp,trb_opp,ast_opp,stl_opp,blk_opp,tov_opp,pf_opp,ts%_opp,efg%_opp,3par_opp,ftr_opp,orb%_opp,drb%_opp,trb%_opp,ast%_opp,stl%_opp,blk%_opp,tov%_opp,usg%_opp,ortg_opp,drtg_opp,fg_max_opp,fga_max_opp,fg%_max_opp,3p_max_opp,3pa_max_opp,3p%_max_opp,ft_max_opp,fta_max_opp,ft%_max_opp,orb_max_opp,drb_max_opp,trb_max_opp,ast_max_opp,stl_max_opp,blk_max_opp,tov_max_opp,pf_max_opp,pts_max_opp,+/-_max_opp,ts%_max_opp,efg%_max_opp,3par_max_opp,ftr_max_opp,orb%_max_opp,drb%_max_opp,trb%_max_opp,ast%_max_opp,stl%_max_opp,blk%_max_opp,tov%_max_opp,usg%_max_opp,ortg_max_opp,drtg_max_opp,team_opp,total_opp,home_opp,season,won,PER_Combined,PER_Combined_opp
27765,240.0,37.0,81.0,0.457,11.0,24.0,0.458,9.0,19.0,0.474,9.0,29.0,38.0,22.0,13.0,6.0,11.0,21.0,0.526,0.525,0.296,0.235,19.1,67.4,42.2,59.5,14.2,8.8,11.0,100.0,102.7,111.5,10.0,19.0,1.0,4.0,7.0,0.667,2.0,6.0,1.0,3.0,7.0,9.0,7.0,4.0,4.0,3.0,6.0,24.0,5.0,1.02,1.0,1.0,2.0,29.6,20.8,15.5,31.9,7.1,17.9,24.1,27.7,198.0,124.0,PHI,94,1,36.0,83.0,0.434,8.0,15.0,0.533,22.0,27.0,0.815,14.0,38.0,52.0,22.0,4.0,8.0,15.0,19.0,0.538,0.482,0.181,0.325,32.6,80.9,57.8,61.1,4.4,14.0,13.7,100.0,111.5,102.7,7.0,17.0,0.625,4.0,6.0,1.0,5.0,6.0,1.0,5.0,10.0,13.0,6.0,2.0,4.0,5.0,4.0,20.0,10.0,0.784,0.688,0.667,0.625,51.3,42.6,36.8,30.7,2.3,19.4,32.9,31.9,140.0,111.0,CHI,102,0,2014,False,78.30000000000001,68.6
27766,240.0,32.0,80.0,0.4,6.0,13.0,0.462,23.0,30.0,0.767,13.0,30.0,43.0,18.0,9.0,3.0,19.0,15.0,0.499,0.438,0.163,0.375,28.3,75.0,50.0,56.3,9.3,4.7,16.9,100.0,95.6,112.1,7.0,18.0,1.0,3.0,6.0,1.0,8.0,11.0,1.0,4.0,7.0,11.0,9.0,2.0,1.0,6.0,4.0,23.0,3.0,1.0,1.0,0.4,1.0,22.0,38.0,26.5,48.2,5.5,8.4,34.0,38.1,204.0,118.0,ORL,93,0,45.0,89.0,0.506,11.0,25.0,0.44,8.0,12.0,0.667,10.0,33.0,43.0,22.0,11.0,6.0,16.0,22.0,0.578,0.567,0.281,0.135,25.0,71.7,50.0,48.9,11.3,9.0,14.5,100.0,112.1,95.6,8.0,13.0,1.0,4.0,6.0,0.667,4.0,5.0,1.0,6.0,6.0,9.0,6.0,3.0,3.0,4.0,3.0,18.0,18.0,0.868,1.0,0.625,1.0,35.3,27.4,24.6,30.1,6.8,9.9,100.0,56.8,171.0,108.0,PHO,109,1,2014,False,70.9,47.599999999999994
27767,240.0,45.0,89.0,0.506,11.0,25.0,0.44,8.0,12.0,0.667,10.0,33.0,43.0,22.0,11.0,6.0,16.0,22.0,0.578,0.567,0.281,0.135,25.0,71.7,50.0,48.9,11.3,9.0,14.5,100.0,112.1,95.6,8.0,13.0,1.0,4.0,6.0,0.667,4.0,5.0,1.0,6.0,6.0,9.0,6.0,3.0,3.0,4.0,3.0,18.0,18.0,0.868,1.0,0.625,1.0,35.3,27.4,24.6,30.1,6.8,9.9,100.0,56.8,171.0,108.0,PHO,109,1,32.0,80.0,0.4,6.0,13.0,0.462,23.0,30.0,0.767,13.0,30.0,43.0,18.0,9.0,3.0,19.0,15.0,0.499,0.438,0.163,0.375,28.3,75.0,50.0,56.3,9.3,4.7,16.9,100.0,95.6,112.1,7.0,18.0,1.0,3.0,6.0,1.0,8.0,11.0,1.0,4.0,7.0,11.0,9.0,2.0,1.0,6.0,4.0,23.0,3.0,1.0,1.0,0.4,1.0,22.0,38.0,26.5,48.2,5.5,8.4,34.0,38.1,204.0,118.0,ORL,93,0,2014,True,47.599999999999994,70.9
27768,240.0,38.0,89.0,0.427,10.0,31.0,0.323,16.0,20.0,0.8,18.0,35.0,53.0,21.0,8.0,7.0,16.0,21.0,0.521,0.483,0.348,0.225,40.0,79.5,59.6,55.3,8.7,11.9,14.1,100.0,110.9,103.3,12.0,21.0,0.667,3.0,8.0,0.5,8.0,9.0,1.0,4.0,9.0,11.0,6.0,4.0,3.0,3.0,3.0,35.0,24.0,0.701,0.786,0.857,0.571,18.7,27.4,17.8,37.4,8.9,7.2,100.0,30.9,157.0,113.0,OKC,102,0,36.0,81.0,0.444,8.0,22.0,0.364,15.0,24.0,0.625,9.0,27.0,36.0,27.0,9.0,0.0,12.0,20.0,0.519,0.494,0.272,0.296,20.5,60.0,40.4,75.0,9.8,0.0,11.6,100.0,103.3,110.9,11.0,25.0,0.75,3.0,10.0,0.667,6.0,12.0,1.0,3.0,7.0,10.0,10.0,3.0,0.0,3.0,4.0,30.0,8.0,0.875,0.875,0.75,0.5,11.3,33.2,22.4,48.0,5.4,0.0,33.3,35.5,177.0,117.0,CLE,95,1,2014,True,57.0,74.5
27769,240.0,36.0,81.0,0.444,8.0,22.0,0.364,15.0,24.0,0.625,9.0,27.0,36.0,27.0,9.0,0.0,12.0,20.0,0.519,0.494,0.272,0.296,20.5,60.0,40.4,75.0,9.8,0.0,11.6,100.0,103.3,110.9,11.0,25.0,0.75,3.0,10.0,0.667,6.0,12.0,1.0,3.0,7.0,10.0,10.0,3.0,0.0,3.0,4.0,30.0,8.0,0.875,0.875,0.75,0.5,11.3,33.2,22.4,48.0,5.4,0.0,33.3,35.5,177.0,117.0,CLE,95,1,38.0,89.0,0.427,10.0,31.0,0.323,16.0,20.0,0.8,18.0,35.0,53.0,21.0,8.0,7.0,16.0,21.0,0.521,0.483,0.348,0.225,40.0,79.5,59.6,55.3,8.7,11.9,14.1,100.0,110.9,103.3,12.0,21.0,0.667,3.0,8.0,0.5,8.0,9.0,1.0,4.0,9.0,11.0,6.0,4.0,3.0,3.0,3.0,35.0,24.0,0.701,0.786,0.857,0.571,18.7,27.4,17.8,37.4,8.9,7.2,100.0,30.9,157.0,113.0,OKC,102,0,2014,False,74.5,57.0
27770,240.0,39.0,80.0,0.488,3.0,12.0,0.25,29.0,39.0,0.744,7.0,29.0,36.0,23.0,7.0,1.0,10.0,21.0,0.566,0.506,0.15,0.488,17.1,78.4,46.2,59.0,7.2,1.9,9.3,100.0,113.1,118.2,9.0,16.0,0.833,1.0,3.0,0.5,8.0,12.0,1.0,3.0,8.0,8.0,6.0,2.0,1.0,3.0,5.0,27.0,1.0,0.799,0.833,0.333,1.0,15.8,34.0,16.6,27.7,2.6,4.1,42.9,29.6,161.0,124.0,MIL,110,0,43.0,80.0,0.538,8.0,27.0,0.296,21.0,25.0,0.84,8.0,34.0,42.0,26.0,6.0,3.0,15.0,28.0,0.632,0.588,0.338,0.313,21.6,82.9,53.8,60.5,6.2,4.4,14.2,100.0,118.2,113.1,11.0,23.0,0.818,3.0,11.0,0.667,10.0,10.0,1.0,3.0,11.0,12.0,10.0,2.0,1.0,4.0,5.0,31.0,14.0,0.842,0.818,0.714,0.714,13.9,47.7,27.4,39.8,5.3,2.4,50.0,33.6,170.0,119.0,GSW,115,1,2014,False,82.1,85.3
27771,240.0,43.0,80.0,0.538,8.0,27.0,0.296,21.0,25.0,0.84,8.0,34.0,42.0,26.0,6.0,3.0,15.0,28.0,0.632,0.588,0.338,0.313,21.6,82.9,53.8,60.5,6.2,4.4,14.2,100.0,118.2,113.1,11.0,23.0,0.818,3.0,11.0,0.667,10.0,10.0,1.0,3.0,11.0,12.0,10.0,2.0,1.0,4.0,5.0,31.0,14.0,0.842,0.818,0.714,0.714,13.9,47.7,27.4,39.8,5.3,2.4,50.0,33.6,170.0,119.0,GSW,115,1,39.0,80.0,0.488,3.0,12.0,0.25,29.0,39.0,0.744,7.0,29.0,36.0,23.0,7.0,1.0,10.0,21.0,0.566,0.506,0.15,0.488,17.1,78.4,46.2,59.0,7.2,1.9,9.3,100.0,113.1,118.2,9.0,16.0,0.833,1.0,3.0,0.5,8.0,12.0,1.0,3.0,8.0,8.0,6.0,2.0,1.0,3.0,5.0,27.0,1.0,0.799,0.833,0.333,1.0,15.8,34.0,16.6,27.7,2.6,4.1,42.9,29.6,161.0,124.0,MIL,110,0,2014,True,85.3,82.1
27772,240.0,38.0,87.0,0.437,12.0,28.0,0.429,18.0,23.0,0.783,14.0,26.0,40.0,28.0,6.0,3.0,14.0,16.0,0.546,0.506,0.322,0.264,28.6,74.3,47.6,73.7,6.2,6.4,12.6,100.0,109.9,133.7,10.0,19.0,0.75,5.0,9.0,1.0,10.0,11.0,1.0,8.0,13.0,21.0,8.0,1.0,2.0,4.0,3.0,29.0,-2.0,1.0,1.0,0.75,1.0,20.4,46.5,31.3,44.3,2.9,6.9,42.9,34.6,142.0,140.0,MIN,106,0,49.0,85.0,0.576,16.0,38.0,0.421,15.0,19.0,0.789,9.0,35.0,44.0,36.0,11.0,7.0,15.0,20.0,0.691,0.671,0.447,0.224,25.7,71.4,52.4,73.5,11.4,11.9,13.8,100.0,133.7,109.9,9.0,16.0,1.0,6.0,10.0,0.6,4.0,5.0,1.0,3.0,9.0,9.0,10.0,2.0,4.0,7.0,4.0,28.0,21.0,0.968,1.0,0.7,1.25,17.6,26.1,17.7,37.7,6.4,11.8,28.3,41.7,159.0,122.0,HOU,129,1,2014,False,79.2,88.8
27773,240.0,49.0,85.0,0.576,16.0,38.0,0.421,15.0,19.0,0.789,9.0,35.0,44.0,36.0,11.0,7.0,15.0,20.0,0.691,0.671,0.447,0.224,25.7,71.4,52.4,73.5,11.4,11.9,13.8,100.0,133.7,109.9,9.0,16.0,1.0,6.0,10.0,0.6,4.0,5.0,1.0,3.0,9.0,9.0,10.0,2.0,4.0,7.0,4.0,28.0,21.0,0.968,1.0,0.7,1.25,17.6,26.1,17.7,37.7,6.4,11.8,28.3,41.7,159.0,122.0,HOU,129,1,38.0,87.0,0.437,12.0,28.0,0.429,18.0,23.0,0.783,14.0,26.0,40.0,28.0,6.0,3.0,14.0,16.0,0.546,0.506,0.322,0.264,28.6,74.3,47.6,73.7,6.2,6.4,12.6,100.0,109.9,133.7,10.0,19.0,0.75,5.0,9.0,1.0,10.0,11.0,1.0,8.0,13.0,21.0,8.0,1.0,2.0,4.0,3.0,29.0,-2.0,1.0,1.0,0.75,1.0,20.4,46.5,31.3,44.3,2.9,6.9,42.9,34.6,142.0,140.0,MIN,106,0,2014,True,88.8,79.2
27774,240.0,38.0,90.0,0.422,12.0,27.0,0.444,15.0,17.0,0.882,15.0,28.0,43.0,25.0,5.0,5.0,11.0,21.0,0.528,0.489,0.3,0.189,31.9,71.8,50.0,65.8,5.6,10.9,10.1,100.0,115.7,130.4,8.0,18.0,0.714,5.0,10.0,0.75,6.0,6.0,1.0,5.0,8.0,9.0,14.0,1.0,2.0,3.0,4.0,24.0,5.0,0.833,0.833,0.556,0.667,32.0,50.6,35.0,63.5,3.8,10.9,66.7,70.6,172.0,137.0,WAS,103,0,41.0,81.0,0.506,14.0,35.0,0.4,20.0,25.0,0.8,11.0,32.0,43.0,32.0,5.0,1.0,9.0,18.0,0.63,0.593,0.432,0.309,28.2,68.1,50.0,78.0,5.6,1.6,8.9,100.0,130.4,115.7,8.0,18.0,0.8,4.0,9.0,0.5,8.0,8.0,1.0,4.0,10.0,14.0,10.0,2.0,1.0,3.0,5.0,28.0,13.0,0.8,0.8,0.8,1.0,14.4,30.6,22.8,45.9,6.3,2.6,33.3,37.2,169.0,125.0,POR,116,1,2014,False,75.1,44.9
27775,240.0,41.0,81.0,0.506,14.0,35.0,0.4,20.0,25.0,0.8,11.0,32.0,43.0,32.0,5.0,1.0,9.0,18.0,0.63,0.593,0.432,0.309,28.2,68.1,50.0,78.0,5.6,1.6,8.9,100.0,130.4,115.7,8.0,18.0,0.8,4.0,9.0,0.5,8.0,8.0,1.0,4.0,10.0,14.0,10.0,2.0,1.0,3.0,5.0,28.0,13.0,0.8,0.8,0.8,1.0,14.4,30.6,22.8,45.9,6.3,2.6,33.3,37.2,169.0,125.0,POR,116,1,38.0,90.0,0.422,12.0,27.0,0.444,15.0,17.0,0.882,15.0,28.0,43.0,25.0,5.0,5.0,11.0,21.0,0.528,0.489,0.3,0.189,31.9,71.8,50.0,65.8,5.6,10.9,10.1,100.0,115.7,130.4,8.0,18.0,0.714,5.0,10.0,0.75,6.0,6.0,1.0,5.0,8.0,9.0,14.0,1.0,2.0,3.0,4.0,24.0,5.0,0.833,0.833,0.556,0.667,32.0,50.6,35.0,63.5,3.8,10.9,66.7,70.6,172.0,137.0,WAS,103,0,2014,True,44.9,75.1
27776,240.0,36.0,70.0,0.514,4.0,13.0,0.308,35.0,43.0,0.814,7.0,33.0,40.0,20.0,10.0,6.0,15.0,28.0,0.624,0.543,0.186,0.614,21.2,80.5,54.1,55.6,10.2,10.5,14.4,100.0,113.0,106.9,11.0,19.0,1.0,3.0,5.0,1.0,12.0,15.0,1.0,2.0,9.0,11.0,5.0,4.0,2.0,6.0,5.0,34.0,14.0,0.917,1.0,0.833,2.0,11.0,45.8,25.4,29.0,5.0,14.9,53.2,31.0,162.0,114.0,NOP,111,0,38.0,85.0,0.447,8.0,28.0,0.286,21.0,27.0,0.778,8.0,26.0,34.0,22.0,7.0,3.0,16.0,29.0,0.542,0.494,0.329,0.318,19.5,78.8,45.9,57.9,7.1,5.3,14.2,100.0,106.9,113.0,9.0,16.0,0.636,4.0,8.0,0.5,8.0,11.0,1.0,2.0,6.0,7.0,8.0,4.0,2.0,3.0,5.0,26.0,12.0,0.818,0.818,1.0,1.0,22.6,29.5,25.0,39.4,5.4,16.2,33.3,32.8,134.0,120.0,ATL,105,1,2014,True,64.89999999999999,62.6
27777,240.0,38.0,85.0,0.447,8.0,28.0,0.286,21.0,27.0,0.778,8.0,26.0,34.0,22.0,7.0,3.0,16.0,29.0,0.542,0.494,0.329,0.318,19.5,78.8,45.9,57.9,7.1,5.3,14.2,100.0,106.9,113.0,9.0,16.0,0.636,4.0,8.0,0.5,8.0,11.0,1.0,2.0,6.0,7.0,8.0,4.0,2.0,3.0,5.0,26.0,12.0,0.818,0.818,1.0,1.0,22.6,29.5,25.0,39.4,5.4,16.2,33.3,32.8,134.0,120.0,ATL,105,1,36.0,70.0,0.514,4.0,13.0,0.308,35.0,43.0,0.814,7.0,33.0,40.0,20.0,10.0,6.0,15.0,28.0,0.624,0.543,0.186,0.614,21.2,80.5,54.1,55.6,10.2,10.5,14.4,100.0,113.0,106.9,11.0,19.0,1.0,3.0,5.0,1.0,12.0,15.0,1.0,2.0,9.0,11.0,5.0,4.0,2.0,6.0,5.0,34.0,14.0,0.917,1.0,0.833,2.0,11.0,45.8,25.4,29.0,5.0,14.9,53.2,31.0,162.0,114.0,NOP,111,0,2014,False,62.6,64.89999999999999
27778,240.0,35.0,83.0,0.422,9.0,27.0,0.333,19.0,23.0,0.826,12.0,25.0,37.0,20.0,7.0,3.0,11.0,18.0,0.526,0.476,0.325,0.277,27.3,78.1,48.7,57.1,7.8,4.9,10.6,100.0,109.0,126.8,12.0,19.0,1.0,4.0,9.0,1.0,5.0,6.0,1.0,5.0,5.0,8.0,12.0,2.0,1.0,3.0,6.0,28.0,6.0,1.5,1.5,1.0,1.0,22.7,94.5,39.8,51.2,5.3,9.9,33.3,29.7,300.0,133.0,BOS,98,0,44.0,78.0,0.564,9.0,17.0,0.529,17.0,24.0,0.708,7.0,32.0,39.0,30.0,6.0,3.0,11.0,17.0,0.644,0.622,0.218,0.308,21.9,72.7,51.3,68.2,6.7,5.4,11.0,100.0,126.8,109.0,10.0,16.0,1.0,6.0,8.0,1.0,6.0,6.0,1.0,3.0,6.0,7.0,6.0,3.0,1.0,2.0,2.0,27.0,20.0,1.064,1.0,0.5,2.0,21.5,35.7,20.7,49.3,7.7,4.7,33.3,32.0,222.0,119.0,BRK,114,1,2014,False,68.9,77.6
27779,240.0,44.0,78.0,0.564,9.0,17.0,0.529,17.0,24.0,0.708,7.0,32.0,39.0,30.0,6.0,3.0,11.0,17.0,0.644,0.622,0.218,0.308,21.9,72.7,51.3,68.2,6.7,5.4,11.0,100.0,126.8,109.0,10.0,16.0,1.0,6.0,8.0,1.0,6.0,6.0,1.0,3.0,6.0,7.0,6.0,3.0,1.0,2.0,2.0,27.0,20.0,1.064,1.0,0.5,2.0,21.5,35.7,20.7,49.3,7.7,4.7,33.3,32.0,222.0,119.0,BRK,114,1,35.0,83.0,0.422,9.0,27.0,0.333,19.0,23.0,0.826,12.0,25.0,37.0,20.0,7.0,3.0,11.0,18.0,0.526,0.476,0.325,0.277,27.3,78.1,48.7,57.1,7.8,4.9,10.6,100.0,109.0,126.8,12.0,19.0,1.0,4.0,9.0,1.0,5.0,6.0,1.0,5.0,5.0,8.0,12.0,2.0,1.0,3.0,6.0,28.0,6.0,1.5,1.5,1.0,1.0,22.7,94.5,39.8,51.2,5.3,9.9,33.3,29.7,300.0,133.0,BOS,98,0,2014,True,77.6,68.9
27780,240.0,40.0,81.0,0.494,13.0,30.0,0.433,13.0,21.0,0.619,10.0,25.0,35.0,24.0,8.0,4.0,16.0,19.0,0.587,0.574,0.37,0.259,23.3,62.5,42.2,60.0,8.4,6.0,15.1,100.0,111.3,128.1,8.0,12.0,0.667,5.0,8.0,0.625,3.0,9.0,1.0,3.0,6.0,8.0,9.0,3.0,1.0,7.0,4.0,18.0,9.0,0.81,0.75,1.0,1.0,16.4,44.9,21.6,34.7,7.1,5.3,34.4,100.0,184.0,137.0,DEN,106,0,48.0,89.0,0.539,12.0,22.0,0.545,14.0,17.0,0.824,15.0,33.0,48.0,28.0,11.0,5.0,16.0,18.0,0.632,0.607,0.247,0.191,37.5,76.7,57.8,58.3,11.5,9.8,14.2,100.0,128.1,111.3,11.0,15.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,7.0,6.0,10.0,7.0,2.0,1.0,5.0,4.0,26.0,20.0,1.5,1.5,1.0,1.333,100.0,23.1,48.9,31.0,42.6,5.9,100.0,36.1,160.0,122.0,DAL,122,1,2014,False,64.4,52.099999999999994
27781,240.0,48.0,89.0,0.539,12.0,22.0,0.545,14.0,17.0,0.824,15.0,33.0,48.0,28.0,11.0,5.0,16.0,18.0,0.632,0.607,0.247,0.191,37.5,76.7,57.8,58.3,11.5,9.8,14.2,100.0,128.1,111.3,11.0,15.0,1.0,4.0,5.0,1.0,5.0,5.0,1.0,7.0,6.0,10.0,7.0,2.0,1.0,5.0,4.0,26.0,20.0,1.5,1.5,1.0,1.333,100.0,23.1,48.9,31.0,42.6,5.9,100.0,36.1,160.0,122.0,DAL,122,1,40.0,81.0,0.494,13.0,30.0,0.433,13.0,21.0,0.619,10.0,25.0,35.0,24.0,8.0,4.0,16.0,19.0,0.587,0.574,0.37,0.259,23.3,62.5,42.2,60.0,8.4,6.0,15.1,100.0,111.3,128.1,8.0,12.0,0.667,5.0,8.0,0.625,3.0,9.0,1.0,3.0,6.0,8.0,9.0,3.0,1.0,7.0,4.0,18.0,9.0,0.81,0.75,1.0,1.0,16.4,44.9,21.6,34.7,7.1,5.3,34.4,100.0,184.0,137.0,DEN,106,0,2014,True,52.099999999999994,64.4
27782,240.0,28.0,77.0,0.364,5.0,11.0,0.455,18.0,24.0,0.75,10.0,26.0,36.0,17.0,12.0,10.0,13.0,25.0,0.451,0.396,0.143,0.312,20.8,66.7,41.4,60.7,13.5,14.7,12.9,100.0,89.0,102.5,6.0,15.0,0.5,4.0,6.0,0.667,5.0,7.0,1.0,4.0,9.0,13.0,6.0,5.0,5.0,3.0,6.0,17.0,1.0,0.666,0.636,0.545,1.0,37.7,29.0,20.8,34.8,6.0,15.6,22.5,36.0,124.0,115.0,CHI,79,0,34.0,79.0,0.43,2.0,11.0,0.182,21.0,25.0,0.84,13.0,38.0,51.0,27.0,4.0,9.0,16.0,18.0,0.506,0.443,0.139,0.316,33.3,79.2,58.6,79.4,4.5,13.6,15.1,100.0,102.5,89.0,9.0,13.0,0.75,1.0,5.0,0.5,6.0,6.0,1.0,5.0,9.0,12.0,10.0,1.0,4.0,4.0,4.0,19.0,11.0,0.833,0.833,0.667,2.0,19.3,32.7,19.0,60.5,2.6,15.0,100.0,44.5,140.0,99.0,IND,91,1,2014,False,64.89999999999999,73.6
27783,240.0,34.0,79.0,0.43,2.0,11.0,0.182,21.0,25.0,0.84,13.0,38.0,51.0,27.0,4.0,9.0,16.0,18.0,0.506,0.443,0.139,0.316,33.3,79.2,58.6,79.4,4.5,13.6,15.1,100.0,102.5,89.0,9.0,13.0,0.75,1.0,5.0,0.5,6.0,6.0,1.0,5.0,9.0,12.0,10.0,1.0,4.0,4.0,4.0,19.0,11.0,0.833,0.833,0.667,2.0,19.3,32.7,19.0,60.5,2.6,15.0,100.0,44.5,140.0,99.0,IND,91,1,28.0,77.0,0.364,5.0,11.0,0.455,18.0,24.0,0.75,10.0,26.0,36.0,17.0,12.0,10.0,13.0,25.0,0.451,0.396,0.143,0.312,20.8,66.7,41.4,60.7,13.5,14.7,12.9,100.0,89.0,102.5,6.0,15.0,0.5,4.0,6.0,0.667,5.0,7.0,1.0,4.0,9.0,13.0,6.0,5.0,5.0,3.0,6.0,17.0,1.0,0.666,0.636,0.545,1.0,37.7,29.0,20.8,34.8,6.0,15.6,22.5,36.0,124.0,115.0,CHI,79,0,2014,True,73.6,64.89999999999999
27784,240.0,42.0,87.0,0.483,10.0,25.0,0.4,23.0,29.0,0.793,9.0,35.0,44.0,21.0,9.0,7.0,19.0,22.0,0.586,0.54,0.287,0.333,21.4,76.1,50.0,50.0,8.3,9.7,16.0,100.0,108.2,99.0,11.0,21.0,1.0,4.0,6.0,1.0,5.0,6.0,1.0,3.0,10.0,13.0,14.0,2.0,5.0,6.0,5.0,28.0,19.0,1.031,1.167,0.714,0.667,17.8,43.3,31.1,72.6,6.1,10.0,31.3,34.1,159.0,108.0,WAS,117,0,43.0,91.0,0.473,7.0,19.0,0.368,14.0,23.0,0.609,11.0,33.0,44.0,32.0,12.0,5.0,21.0,22.0,0.529,0.511,0.209,0.253,23.9,78.6,50.0,74.4,11.1,8.1,17.2,100.0,99.0,108.2,7.0,17.0,0.75,4.0,9.0,0.5,5.0,6.0,1.0,5.0,11.0,14.0,11.0,4.0,4.0,5.0,5.0,21.0,9.0,0.717,0.75,0.563,1.0,19.6,38.7,28.7,75.3,7.2,11.6,50.0,25.7,145.0,118.0,LAL,107,1,2014,True,89.2,71.3
27785,240.0,43.0,91.0,0.473,7.0,19.0,0.368,14.0,23.0,0.609,11.0,33.0,44.0,32.0,12.0,5.0,21.0,22.0,0.529,0.511,0.209,0.253,23.9,78.6,50.0,74.4,11.1,8.1,17.2,100.0,99.0,108.2,7.0,17.0,0.75,4.0,9.0,0.5,5.0,6.0,1.0,5.0,11.0,14.0,11.0,4.0,4.0,5.0,5.0,21.0,9.0,0.717,0.75,0.563,1.0,19.6,38.7,28.7,75.3,7.2,11.6,50.0,25.7,145.0,118.0,LAL,107,1,42.0,87.0,0.483,10.0,25.0,0.4,23.0,29.0,0.793,9.0,35.0,44.0,21.0,9.0,7.0,19.0,22.0,0.586,0.54,0.287,0.333,21.4,76.1,50.0,50.0,8.3,9.7,16.0,100.0,108.2,99.0,11.0,21.0,1.0,4.0,6.0,1.0,5.0,6.0,1.0,3.0,10.0,13.0,14.0,2.0,5.0,6.0,5.0,28.0,19.0,1.031,1.167,0.714,0.667,17.8,43.3,31.1,72.6,6.1,10.0,31.3,34.1,159.0,108.0,WAS,117,0,2014,False,71.3,89.2
27786,240.0,36.0,79.0,0.456,3.0,14.0,0.214,11.0,17.0,0.647,15.0,28.0,43.0,17.0,7.0,1.0,15.0,19.0,0.497,0.475,0.177,0.215,38.5,73.7,55.8,47.2,8.4,1.8,14.8,100.0,102.8,108.8,12.0,20.0,0.8,2.0,6.0,0.5,4.0,5.0,1.0,5.0,9.0,14.0,6.0,3.0,1.0,5.0,5.0,25.0,3.0,0.8,0.8,0.5,0.667,16.5,30.6,23.5,35.8,5.4,4.7,40.0,32.9,170.0,117.0,MEM,86,0,35.0,75.0,0.467,7.0,20.0,0.35,14.0,16.0,0.875,10.0,24.0,34.0,20.0,9.0,5.0,14.0,18.0,0.555,0.513,0.267,0.213,26.3,61.5,44.2,57.1,10.8,7.7,14.6,100.0,108.8,102.8,7.0,15.0,1.0,3.0,6.0,0.75,4.0,4.0,1.0,3.0,5.0,6.0,7.0,2.0,2.0,4.0,4.0,18.0,20.0,1.025,1.0,0.6,0.571,19.8,53.0,26.9,33.8,12.4,11.9,50.0,28.6,213.0,109.0,MIA,91,1,2014,False,62.8,67.6
27787,240.0,35.0,75.0,0.467,7.0,20.0,0.35,14.0,16.0,0.875,10.0,24.0,34.0,20.0,9.0,5.0,14.0,18.0,0.555,0.513,0.267,0.213,26.3,61.5,44.2,57.1,10.8,7.7,14.6,100.0,108.8,102.8,7.0,15.0,1.0,3.0,6.0,0.75,4.0,4.0,1.0,3.0,5.0,6.0,7.0,2.0,2.0,4.0,4.0,18.0,20.0,1.025,1.0,0.6,0.571,19.8,53.0,26.9,33.8,12.4,11.9,50.0,28.6,213.0,109.0,MIA,91,1,36.0,79.0,0.456,3.0,14.0,0.214,11.0,17.0,0.647,15.0,28.0,43.0,17.0,7.0,1.0,15.0,19.0,0.497,0.475,0.177,0.215,38.5,73.7,55.8,47.2,8.4,1.8,14.8,100.0,102.8,108.8,12.0,20.0,0.8,2.0,6.0,0.5,4.0,5.0,1.0,5.0,9.0,14.0,6.0,3.0,1.0,5.0,5.0,25.0,3.0,0.8,0.8,0.5,0.667,16.5,30.6,23.5,35.8,5.4,4.7,40.0,32.9,170.0,117.0,MEM,86,0,2014,True,67.6,62.8
