Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP,Season Year
387,Jeremy Sochan,PF,21,SAS,7,205,16.6,.557,.140,.291,9.5,18.8,14.3,17.3,1.7,1.3,14.2,24.0,,0.1,0.3,0.4,.096,,-0.4,0.5,0.1,0.1,2025
388,Pat Spencer,PG,28,GSW,3,5,27.0,.667,.000,.000,0.0,0.0,0.0,39.3,0.0,0.0,0.0,25.0,,0.0,0.0,0.0,.262,,4.6,-2.0,2.6,0.0,2025
389,Jaden Springer,PG,22,BOS,4,16,7.0,.255,.400,.400,13.8,14.1,14.0,7.9,6.1,0.0,14.5,18.5,,-0.1,0.0,0.0,-0.044,,-8.7,3.4,-5.3,0.0,2025
390,Isaiah Stewart,C,23,DET,10,215,13.4,.553,.114,.371,14.0,23.4,18.8,14.7,1.1,5.8,24.2,10.7,,0.2,0.4,0.6,.130,,-3.1,2.8,-0.3,0.1,2025
391,Julian Strawther,SG,22,DEN,9,190,10.6,.581,.484,.203,2.9,8.0,5.5,10.3,2.3,1.0,13.6,17.7,,0.1,0.1,0.2,.061,,-3.0,-0.7,-3.7,-0.1,2025
392,Jalen Suggs,SG,23,ORL,10,303,17.3,.586,.520,.256,1.4,19.3,10.0,24.0,2.7,3.4,16.3,23.4,,0.1,0.6,0.7,.117,,0.9,2.3,3.2,0.4,2025
393,Jae'Sean Tate,SF,29,HOU,3,13,23.3,.592,.200,.800,15.6,42.3,28.4,24.6,3.8,0.0,22.8,27.8,,0.0,0.0,0.0,.163,,-0.9,3.6,2.7,0.0,2025
394,Jayson Tatum,SF,26,BOS,10,356,26.8,.630,.566,.410,1.6,21.3,11.3,23.9,2.5,1.5,10.0,32.5,,1.3,0.7,1.9,.257,,7.3,1.8,9.1,1.0,2025
395,Garrett Temple,SG,38,TOR,2,9,12.5,.500,.500,.000,0.0,0.0,0.0,28.2,5.3,0.0,0.0,9.0,,0.0,0.0,0.0,.127,,-3.7,4.0,0.3,0.0,2025
396,Dalen Terry,SG,22,CHI,10,128,10.9,.545,.323,.484,7.1,8.2,7.6,10.4,2.2,3.3,17.5,14.7,,0.0,0.1,0.2,.061,,-3.7,-0.2,-3.9,-0.1,2025
397,Daniel Theis,C,32,NOP,10,148,10.0,.493,.303,.242,5.3,22.5,13.6,14.0,1.0,4.2,18.0,12.8,,0.0,0.1,0.1,.017,,-4.5,-0.5,-5.0,-0.1,2025
398,Cam Thomas,SG,23,BRK,10,346,16.1,.561,.400,.344,1.3,9.4,5.2,16.0,1.3,0.0,11.1,32.2,,0.2,0.2,0.4,.060,,0.4,-2.1,-1.7,0.0,2025
399,Amen Thompson,SF,22,HOU,9,218,15.0,.583,.164,.403,7.0,19.7,13.1,11.9,1.4,1.7,16.0,17.8,,0.2,0.3,0.5,.119,,-0.3,1.0,0.7,0.1,2025
400,Klay Thompson,SG,34,DAL,9,269,13.3,.573,.697,.055,2.4,10.2,6.3,8.4,1.1,0.7,5.9,19.0,,0.3,0.3,0.6,.100,,1.2,-1.3,-0.1,0.1,2025
401,Tristan Thompson,PF,33,CLE,5,26,6.7,.543,.000,.714,0.0,21.2,11.2,5.0,0.0,0.0,17.9,18.9,,-0.1,0.0,0.0,-0.061,,-5.2,-3.0,-8.3,0.0,2025
402,Xavier Tillman Sr.,PF,26,BOS,8,92,4.7,.326,.609,.000,7.2,17.2,12.1,8.3,1.6,0.0,11.5,12.2,,-0.1,0.1,0.0,.006,,-5.6,-0.8,-6.4,-0.1,2025
403,Jacob Toppin,SF,24,NYK,3,10,8.2,.500,.500,.000,0.0,11.5,5.8,12.9,0.0,0.0,0.0,8.9,,0.0,0.0,0.0,.057,,-2.7,-2.2,-4.8,0.0,2025
404,Obi Toppin,PF,26,IND,9,187,14.7,.636,.414,.224,5.7,11.1,8.5,10.5,1.3,1.0,11.2,16.8,,0.3,0.1,0.4,.095,,0.7,-1.5,-0.7,0.1,2025
405,Karl-Anthony Towns,C,29,NYK,8,257,28.8,.653,.275,.305,12.6,33.2,22.9,13.4,1.0,2.7,8.6,28.2,,1.1,0.3,1.5,.274,,6.5,-0.3,6.2,0.5,2025
406,Luke Travers,SG,23,CLE,2,7,38.1,1.064,.000,2.000,17.8,31.4,25.1,35.0,0.0,13.1,0.0,11.8,,0.1,0.0,0.1,.685,,6.9,8.9,15.8,0.0,2025
407,Gary Trent Jr.,SG,26,MIL,8,215,3.0,.432,.639,.230,0.0,5.5,2.8,4.3,1.3,0.0,9.4,15.1,,-0.3,0.0,-0.3,-0.061,,-7.4,-1.9,-9.2,-0.4,2025
408,Myles Turner,C,28,IND,8,254,12.4,.557,.398,.320,3.7,22.3,13.4,6.8,1.3,5.1,17.5,24.6,,-0.3,0.3,-0.1,-0.010,,-3.6,-1.2,-4.8,-0.2,2025
409,Hunter Tyson,PF,24,DEN,6,76,7.7,.628,.462,.231,2.9,15.8,9.3,6.8,1.3,1.2,17.3,9.5,,0.1,0.1,0.1,.067,,-4.4,-0.4,-4.9,-0.1,2025
410,Jaylon Tyson,SG,22,CLE,5,25,-3.4,.509,.667,.333,0.0,17.6,9.4,9.1,0.0,0.0,36.8,19.1,,-0.1,0.0,-0.1,-0.136,,-11.7,-3.4,-15.1,-0.1,2025
411,Stanley Umude,SG,25,MIL,2,12,5.3,.387,1.000,.667,0.0,18.0,9.0,11.0,0.0,0.0,0.0,14.1,,0.0,0.0,0.0,-0.050,,-2.9,-1.9,-4.8,0.0,2025
412,Jonas Valančiūnas,C,32,WAS,7,149,22.7,.629,.045,.273,11.7,26.2,18.9,22.7,1.2,2.4,15.0,23.7,,0.3,0.1,0.4,.137,,2.4,-0.1,2.3,0.2,2025
413,Fred VanVleet,PG,30,HOU,9,319,13.9,.514,.571,.196,2.5,8.3,5.3,22.3,2.2,0.6,6.9,16.9,,0.5,0.4,0.9,.136,,0.0,1.1,1.1,0.3,2025
414,Devin Vassell,SG,24,SAS,1,22,21.0,.756,.462,.154,0.0,4.7,2.5,20.4,0.0,0.0,17.8,33.4,,0.0,0.0,0.0,.090,,2.4,-2.1,0.3,0.0,2025
415,Gabe Vincent,PG,28,LAL,9,163,0.4,.356,.622,.054,1.4,4.1,2.8,3.9,1.5,0.0,13.7,11.5,,-0.3,0.0,-0.3,-0.095,,-8.7,-2.0,-10.6,-0.4,2025
416,Nikola Vučević,C,34,CHI,10,319,23.4,.683,.310,.176,8.3,25.2,16.6,16.7,0.9,2.1,9.5,21.8,,1.0,0.3,1.3,.203,,4.6,-0.3,4.2,0.5,2025
417,Dean Wade,PF,28,CLE,9,203,11.4,.545,.804,.174,3.1,19.5,11.8,9.1,2.4,0.9,3.9,11.1,,0.2,0.3,0.5,.128,,-0.4,1.4,1.0,0.2,2025
418,Franz Wagner,SF,23,ORL,10,291,19.2,.567,.308,.244,4.8,15.7,10.0,27.6,2.3,0.6,12.6,29.0,,0.2,0.5,0.7,.116,,1.9,0.6,2.4,0.3,2025
419,Moritz Wagner,C,27,ORL,10,178,17.2,.635,.286,.494,3.0,26.3,14.1,8.0,1.6,1.6,16.9,27.0,,0.1,0.3,0.4,.103,,-1.9,0.5,-1.5,0.0,2025
420,Jabari Walker,SF,22,POR,9,83,11.5,.527,.333,.333,11.0,20.0,15.3,5.2,0.6,1.2,12.7,15.7,,0.1,0.0,0.1,.060,,-2.8,-2.1,-5.0,-0.1,2025
421,Jarace Walker,PF,21,IND,9,110,16.2,.665,.455,.212,5.4,16.9,11.4,12.8,3.5,1.7,18.1,17.6,,0.1,0.1,0.2,.109,,0.7,1.4,2.0,0.1,2025
422,Cason Wallace,SG,21,OKC,9,222,9.4,.472,.387,.016,3.3,10.7,7.1,7.5,2.9,2.1,8.8,12.9,,-0.1,0.6,0.5,.111,,-4.1,2.9,-1.2,0.0,2025
423,Keaton Wallace,PG,25,ATL,9,131,11.8,.616,.447,.105,0.8,9.3,5.0,10.6,2.9,3.8,18.5,15.3,,0.0,0.1,0.1,.031,,-2.4,0.6,-1.8,0.0,2025
424,Jordan Walsh,SF,20,BOS,9,94,2.4,.304,.813,.063,2.3,9.6,5.9,2.6,1.6,2.9,10.8,8.4,,-0.1,0.1,0.0,-0.010,,-6.1,0.5,-5.6,-0.1,2025
425,Ja'Kobe Walter,SG,20,TOR,4,49,2.0,.275,.375,.313,9.0,16.6,12.7,7.3,0.0,1.8,0.0,15.1,,-0.1,0.0,-0.1,-0.079,,-7.7,-4.0,-11.7,-0.1,2025
426,Kel'el Ware,C,20,MIA,4,24,4.6,.409,.273,.000,0.0,27.6,13.5,0.0,4.1,4.1,15.4,23.4,,-0.1,0.0,-0.1,-0.114,,-10.8,-0.5,-11.4,-0.1,2025
427,P.J. Washington,PF,26,DAL,7,228,10.9,.475,.470,.121,5.6,19.4,12.5,5.8,2.3,3.7,10.3,14.6,,-0.1,0.4,0.3,.068,,-3.0,1.0,-2.0,0.0,2025
428,Lindy Waters III,SG,27,GSW,9,123,14.1,.610,.667,.056,3.4,10.8,7.1,13.7,1.2,0.8,0.0,12.5,,0.3,0.2,0.5,.188,,-0.3,0.1,-0.2,0.1,2025
429,Peyton Watson,SG,22,DEN,9,193,10.1,.471,.306,.371,5.7,9.0,7.3,6.2,2.2,4.3,7.7,16.9,,0.0,0.2,0.2,.050,,-3.4,-0.7,-4.1,-0.1,2025
430,Jaylen Wells,SF,21,MEM,10,260,9.2,.522,.485,.175,3.9,9.3,6.8,8.5,0.7,1.1,9.5,18.0,,0.1,0.2,0.3,.049,,-2.1,-1.8,-3.9,-0.1,2025
431,Victor Wembanyama,PF,21,SAS,10,309,20.1,.542,.464,.235,7.4,27.6,18.0,13.0,2.2,11.8,18.0,29.0,,-0.3,0.8,0.5,.079,,-0.5,2.9,2.5,0.4,2025
432,Blake Wesley,SG,21,SAS,9,103,8.7,.488,.250,.250,2.2,3.0,2.6,26.4,1.9,0.0,20.0,21.1,,-0.1,0.1,0.0,-0.010,,-4.0,-1.7,-5.6,-0.1,2025
433,Russell Westbrook,PG,36,DEN,9,226,13.7,.492,.360,.547,3.9,13.5,8.7,29.5,3.0,2.4,17.7,23.9,,0.0,0.3,0.3,.057,,-1.7,0.3,-1.4,0.0,2025
434,Coby White,PG,24,CHI,10,332,14.7,.591,.600,.213,0.6,10.4,5.4,22.9,1.8,0.3,14.1,23.7,,0.3,0.2,0.5,.071,,-0.1,-1.5,-1.5,0.0,2025
435,Derrick White,SG,30,BOS,10,343,19.3,.634,.662,.201,2.9,11.5,7.2,18.5,1.4,3.2,8.5,20.7,,1.0,0.5,1.5,.210,,3.9,1.0,4.8,0.6,2025
436,Cam Whitmore,SF,20,HOU,7,74,9.9,.436,.409,.273,5.5,10.4,7.8,6.5,0.7,1.2,5.7,29.1,,-0.1,0.1,0.0,-0.015,,-4.1,-2.7,-6.8,-0.1,2025
437,Aaron Wiggins,SG,26,OKC,9,189,17.7,.587,.364,.065,5.5,14.7,10.2,12.9,2.5,1.5,7.0,18.9,,0.3,0.5,0.8,.207,,1.6,2.1,3.7,0.3,2025
438,Andrew Wiggins,SF,29,GSW,7,177,16.6,.571,.432,.333,5.9,11.5,8.7,10.4,0.8,2.6,7.9,23.7,,0.3,0.2,0.5,.148,,1.3,-1.0,0.3,0.1,2025
439,Brandon Williams,PG,25,DAL,3,13,2.3,.316,.400,.600,8.1,16.2,12.2,19.2,0.0,0.0,13.7,24.2,,0.0,0.0,0.0,-0.118,,-9.9,-2.9,-12.8,0.0,2025
440,Cody Williams,SG,20,UTA,9,206,3.1,.348,.569,.157,3.1,9.6,6.4,8.6,1.2,1.3,12.8,12.5,,-0.4,0.0,-0.3,-0.074,,-6.6,-1.4,-8.0,-0.3,2025
441,Grant Williams,PF,26,CHO,9,239,10.9,.591,.729,.237,4.0,15.0,9.4,12.8,2.2,1.6,19.7,14.3,,0.2,0.2,0.4,.077,,-2.8,1.1,-1.7,0.0,2025
442,Jalen Williams,SG,23,OKC,9,288,18.5,.555,.313,.160,2.9,17.5,10.4,23.6,2.9,1.6,11.5,25.4,,0.2,0.9,1.1,.176,,0.8,3.0,3.7,0.4,2025
443,Jeenathan Williams,SG,25,HOU,1,2,73.6,1.500,1.000,.000,0.0,100.0,52.8,0.0,0.0,0.0,0.0,20.6,,0.0,0.0,0.0,.498,,29.3,13.8,43.1,0.0,2025
444,Patrick Williams,PF,23,CHI,10,280,7.3,.469,.518,.176,3.6,14.9,9.2,8.5,1.8,1.8,17.2,16.3,,-0.4,0.3,-0.1,-0.019,,-4.6,-1.0,-5.7,-0.3,2025
445,Robert Williams,C,27,POR,1,17,44.3,.962,.200,.800,11.9,6.5,9.3,20.1,5.7,5.8,0.0,16.4,,0.2,0.0,0.2,.549,,15.7,6.8,22.5,0.1,2025
446,Ziaire Williams,SF,23,BRK,10,199,13.4,.562,.406,.159,7.0,17.7,12.1,8.5,2.5,1.5,10.9,18.4,,0.1,0.3,0.4,.092,,-1.9,0.8,-1.1,0.0,2025
447,Zion Williamson,PF,24,NOP,6,186,20.1,.521,.058,.577,9.6,20.5,14.9,30.5,1.1,3.4,14.4,34.8,,0.1,0.1,0.1,.031,,0.4,-1.6,-1.2,0.0,2025
448,Jalen Wilson,PF,24,BRK,10,216,10.7,.547,.524,.333,5.9,13.4,9.5,13.4,0.7,0.0,12.2,16.8,,0.2,0.1,0.3,.072,,-1.8,-1.1,-2.9,-0.1,2025
449,James Wiseman,C,23,IND,1,5,32.6,.615,.250,.500,0.0,21.8,11.4,0.0,0.0,0.0,0.0,42.8,,0.0,0.0,0.0,.236,,6.1,-5.6,0.5,0.0,2025
450,Delon Wright,PG,32,MIL,7,91,5.0,.536,.500,.000,0.0,4.7,2.4,8.5,1.1,2.1,17.6,8.2,,0.0,0.0,0.0,.003,,-5.1,-0.7,-5.8,-0.1,2025
451,Guerschon Yabusele,PF,29,PHI,8,161,17.2,.659,.647,.196,7.8,16.2,11.5,16.3,2.5,2.5,16.6,17.7,,0.3,0.1,0.4,.127,,1.0,0.6,1.6,0.1,2025
452,Trae Young,PG,26,ATL,11,402,18.7,.549,.498,.380,3.0,9.6,6.3,47.5,1.6,0.5,17.3,29.6,,0.6,0.0,0.6,.077,,3.5,-3.9,-0.4,0.2,2025
453,Ivica Zubac,C,27,LAC,10,351,19.6,.585,.000,.317,13.9,26.7,20.2,13.0,1.1,2.8,12.5,19.8,,0.6,0.6,1.2,.171,,0.8,0.3,1.1,0.3,2025
