,Team,Season Year,Player 01,Player 02,Player 03,Player 04,Player 05,Player 06,Player 07,Player 08,Player 09,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
25028,SAS,2014,Danny Green,Tim Duncan,Tiago Splitter,Cory Joseph,Tony Parker,Marco Belinelli,Boris Diaw,Patty Mills,Nando De Colo,Matt Bonner,Shannon Brown,Jeff Ayres,,,
25029,WAS,2014,Trevor Ariza,John Wall,Marcin Gortat,Nenê,Bradley Beal,Martell Webster,Trevor Booker,Garrett Temple,Kevin Séraphin,,,,,,
25030,SAS,2014,Danny Green,Cory Joseph,Marco Belinelli,Nando De Colo,Tiago Splitter,Patty Mills,Shannon Brown,Jeff Ayres,Matt Bonner,Aron Baynes,,,,,
25031,BRK,2014,Shaun Livingston,Deron Williams,Joe Johnson,Paul Pierce,Kevin Garnett,Alan Anderson,Andrei Kirilenko,Mirza Teletović,Andray Blatche,Mason Plumlee,Marquis Teague,,,,
25032,CHI,2014,Jimmy Butler,Taj Gibson,Joakim Noah,Mike Dunleavy,Kirk Hinrich,D.J. Augustin,Tony Snell,Nazr Mohammed,,,,,,,
25033,GSW,2014,Stephen Curry,Andre Iguodala,Klay Thompson,Draymond Green,Jermaine O'Neal,Harrison Barnes,Jordan Crawford,Marreese Speights,,,,,,,
25034,SAC,2014,Derrick Williams,DeMarcus Cousins,Isaiah Thomas,Jason Thompson,Travis Outlaw,Ben McLemore,Quincy Acy,Carl Landry,Jimmer Fredette,Ray McCallum,,,,,
25035,BOS,2014,Gerald Wallace,Jared Sullinger,Jeff Green,Phil Pressey,Brandon Bass,Jerryd Bayless,Kelly Olynyk,Chris Johnson,Joel Anthony,Kris Humphries,,,,,
25036,UTA,2014,Trey Burke,Gordon Hayward,Marvin Williams,Richard Jefferson,Derrick Favors,Alec Burks,Jeremy Evans,Enes Freedom,John Lucas III,Brandon Rush,Rudy Gobert,Diante Garrett,,,
25037,DAL,2014,Monta Ellis,José Calderón,Shawn Marion,Dirk Nowitzki,Samuel Dalembert,Vince Carter,Devin Harris,Jae Crowder,Brandan Wright,DeJuan Blair,Wayne Ellington,Bernard James,Shane Larkin,,
25038,BRK,2014,Deron Williams,Joe Johnson,Paul Pierce,Andray Blatche,Shaun Livingston,Alan Anderson,Mason Plumlee,Jason Terry,Reggie Evans,Marquis Teague,Mirza Teletović,Andrei Kirilenko,,,
25039,DET,2014,Andre Drummond,Kyle Singler,Brandon Jennings,Josh Smith,Greg Monroe,Rodney Stuckey,Jonas Jerebko,Chauncey Billups,Kentavious Caldwell-Pope,,,,,,
25040,POR,2014,Damian Lillard,Nicolas Batum,Robin Lopez,LaMarcus Aldridge,Wesley Matthews,Joel Freeland,Earl Watson,CJ McCollum,Thomas Robinson,Dorell Wright,,,,,
25041,IND,2014,Paul George,Danny Granger,David West,Roy Hibbert,George Hill,Rasual Butler,C.J. Watson,Ian Mahinmi,Luis Scola,,,,,,
25042,TOR,2014,DeMar DeRozan,Kyle Lowry,Terrence Ross,Amir Johnson,Jonas Valančiūnas,Patrick Patterson,John Salmons,Greivis Vásquez,Steve Novak,Tyler Hansbrough,Chuck Hayes,,,,
25043,LAC,2014,Jamal Crawford,DeAndre Jordan,Darren Collison,Matt Barnes,Blake Griffin,Jared Dudley,Willie Green,Ryan Hollins,Reggie Bullock,,,,,,
25044,MIN,2014,Corey Brewer,Kevin Love,Kevin Martin,Ricky Rubio,Ronny Turiaf,Dante Cunningham,J.J. Barea,Chase Budinger,Luc Mbah a Moute,Gorgui Dieng,,,,,
25045,NOP,2014,Anthony Davis,Eric Gordon,Brian Roberts,Al-Farouq Aminu,Alexis Ajinça,Anthony Morrow,Tyreke Evans,Luke Babbitt,Greg Stiemsma,Austin Rivers,,,,,
25046,DEN,2014,Ty Lawson,Wilson Chandler,Randy Foye,Kenneth Faried,J.J. Hickson,Evan Fournier,Timofey Mozgov,Quincy Miller,Jordan Hamilton,Darrell Arthur,Anthony Randolph,,,,
25047,NYK,2014,Carmelo Anthony,Raymond Felton,Tyson Chandler,Pablo Prigioni,Iman Shumpert,Tim Hardaway Jr.,J.R. Smith,Jeremy Tyler,Amar'e Stoudemire,Toure' Murry,Metta World Peace,Cole Aldrich,,,
25048,OKC,2014,Kevin Durant,Serge Ibaka,Reggie Jackson,Thabo Sefolosha,Kendrick Perkins,Jeremy Lamb,Nick Collison,Derek Fisher,Steven Adams,Perry Jones,,,,,
25049,ORL,2014,Arron Afflalo,Tobias Harris,Nikola Vučević,Jameer Nelson,Glen Davis,Maurice Harkless,Victor Oladipo,Kyle O'Quinn,E'Twaun Moore,Andrew Nicholson,,,,,
25050,LAL,2014,Wesley Johnson,Steve Blake,Ryan Kelly,Steve Nash,Robert Sacre,Chris Kaman,Jordan Hill,Kendall Marshall,Shawne Williams,,,,,,
25051,PHI,2014,Thaddeus Young,Spencer Hawes,Evan Turner,Michael Carter-Williams,James Anderson,Lavoy Allen,Hollis Thompson,Tony Wroten,Elliot Williams,,,,,,
25052,CLE,2014,Tristan Thompson,Kyrie Irving,C.J. Miles,Anderson Varejão,Jarrett Jack,Dion Waiters,Alonzo Gee,Anthony Bennett,Tyler Zeller,Matthew Dellavedova,,,,,
25053,WAS,2014,John Wall,Trevor Ariza,Bradley Beal,Nenê,Marcin Gortat,Martell Webster,Kevin Séraphin,Garrett Temple,Trevor Booker,Jan Veselý,,,,,
25054,MEM,2014,Marc Gasol,Zach Randolph,Courtney Lee,Nick Calathes,Tayshaun Prince,Mike Miller,Darius Morris,James Johnson,Ed Davis,Kosta Koufos,,,,,
25055,ATL,2014,DeMarre Carroll,Kyle Korver,Paul Millsap,Jeff Teague,Gustavo Ayón,Lou Williams,Elton Brand,Mike Scott,Cartier Martin,,,,,,
25056,SAS,2014,Boris Diaw,Cory Joseph,Tim Duncan,Tony Parker,Danny Green,Nando De Colo,Patty Mills,Jeff Ayres,Matt Bonner,,,,,,
25057,CHA,2014,Kemba Walker,Al Jefferson,Gerald Henderson,Josh McRoberts,Michael Kidd-Gilchrist,Ramon Sessions,Anthony Tolliver,Cody Zeller,Bismack Biyombo,,,,,,
25058,DEN,2014,J.J. Hickson,Randy Foye,Wilson Chandler,Kenneth Faried,Ty Lawson,Timofey Mozgov,Darrell Arthur,Evan Fournier,Quincy Miller,Anthony Randolph,Jordan Hamilton,,,,
25059,DET,2014,Kyle Singler,Josh Smith,Brandon Jennings,Andre Drummond,Greg Monroe,Rodney Stuckey,Kentavious Caldwell-Pope,Jonas Jerebko,,,,,,,
25060,HOU,2014,James Harden,Dwight Howard,Chandler Parsons,Patrick Beverley,Terrence Jones,Jeremy Lin,Donatas Motiejūnas,Omri Casspi,Ömer Aşık,,,,,,
25061,MIL,2014,John Henson,Nate Wolters,Khris Middleton,Brandon Knight,Larry Sanders,Zaza Pachulia,Giannis Antetokounmpo,Miroslav Raduljica,Gary Neal,,,,,,
25062,POR,2014,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews,Damian Lillard,Robin Lopez,CJ McCollum,Joel Freeland,Thomas Robinson,Earl Watson,Dorell Wright,,,,,
25063,MIN,2014,Dante Cunningham,Ricky Rubio,Corey Brewer,Ronny Turiaf,Chase Budinger,Shabazz Muhammad,J.J. Barea,Gorgui Dieng,Alexey Shved,Robbie Hummel,Luc Mbah a Moute,,,,
25064,GSW,2014,Stephen Curry,Klay Thompson,Andre Iguodala,Jermaine O'Neal,Draymond Green,Harrison Barnes,Jordan Crawford,Marreese Speights,Kent Bazemore,,,,,,
25065,PHO,2014,P.J. Tucker,Goran Dragić,Channing Frye,Gerald Green,Miles Plumlee,Marcus Morris,Leandro Barbosa,Markieff Morris,Ish Smith,,,,,,
25066,MIA,2014,LeBron James,Dwyane Wade,Chris Bosh,Mario Chalmers,Shane Battier,Ray Allen,Norris Cole,Chris Andersen,Greg Oden,,,,,,
25067,UTA,2014,Gordon Hayward,Richard Jefferson,Marvin Williams,Trey Burke,Derrick Favors,Alec Burks,Enes Freedom,Diante Garrett,Jeremy Evans,Brandon Rush,,,,,
25068,DAL,2014,Shawn Marion,Dirk Nowitzki,José Calderón,Monta Ellis,Samuel Dalembert,Devin Harris,Jae Crowder,Brandan Wright,Vince Carter,DeJuan Blair,,,,,
25069,BOS,2014,Rajon Rondo,Jeff Green,Jared Sullinger,Avery Bradley,Brandon Bass,Kris Humphries,Kelly Olynyk,Jerryd Bayless,Gerald Wallace,Chris Johnson,Phil Pressey,,,,
25070,NOP,2014,Anthony Davis,Al-Farouq Aminu,Eric Gordon,Brian Roberts,Alexis Ajinça,Austin Rivers,Anthony Morrow,Greg Stiemsma,Luke Babbitt,Darius Miller,Jeff Withey,,,,
25071,BRK,2014,Deron Williams,Shaun Livingston,Joe Johnson,Paul Pierce,Kevin Garnett,Mirza Teletović,Mason Plumlee,Alan Anderson,Jason Terry,Andrei Kirilenko,Andray Blatche,Marquis Teague,,,
25072,MEM,2014,Marc Gasol,Nick Calathes,Courtney Lee,Zach Randolph,Tayshaun Prince,James Johnson,Mike Miller,Darius Morris,Kosta Koufos,Ed Davis,,,,,
25073,CLE,2014,Anderson Varejão,Kyrie Irving,Luol Deng,Tristan Thompson,Jarrett Jack,Dion Waiters,Tyler Zeller,C.J. Miles,Matthew Dellavedova,Anthony Bennett,,,,,
25074,PHI,2014,Michael Carter-Williams,Evan Turner,Thaddeus Young,Spencer Hawes,James Anderson,Tony Wroten,Hollis Thompson,Elliot Williams,Lavoy Allen,Arnett Moultrie,Lorenzo Brown,,,,
25075,LAC,2014,DeAndre Jordan,Matt Barnes,Jamal Crawford,Blake Griffin,Chris Paul,Darren Collison,Ryan Hollins,Jared Dudley,Willie Green,Hedo Türkoğlu,Antawn Jamison,Sasha Vujačić,Reggie Bullock,,
25076,CHI,2014,Taj Gibson,Joakim Noah,Jimmy Butler,Mike Dunleavy,Kirk Hinrich,D.J. Augustin,Tony Snell,Nazr Mohammed,,,,,,,
25077,LAL,2014,Steve Blake,Wesley Johnson,Steve Nash,Robert Sacre,Ryan Kelly,Kendall Marshall,Chris Kaman,Jordan Hill,Shawne Williams,,,,,,
25078,NYK,2014,Carmelo Anthony,Raymond Felton,Tyson Chandler,Iman Shumpert,Pablo Prigioni,J.R. Smith,Amar'e Stoudemire,Tim Hardaway Jr.,Jeremy Tyler,Metta World Peace,Cole Aldrich,Toure' Murry,,,
25079,OKC,2014,Kevin Durant,Serge Ibaka,Reggie Jackson,Thabo Sefolosha,Kendrick Perkins,Nick Collison,Derek Fisher,Jeremy Lamb,Perry Jones,Steven Adams,,,,,
25080,IND,2014,Lance Stephenson,Paul George,Roy Hibbert,David West,George Hill,Danny Granger,C.J. Watson,Luis Scola,Ian Mahinmi,,,,,,
25081,ORL,2014,Nikola Vučević,Arron Afflalo,Tobias Harris,Glen Davis,Jameer Nelson,Victor Oladipo,Maurice Harkless,E'Twaun Moore,Kyle O'Quinn,Andrew Nicholson,,,,,
25082,SAC,2014,Isaiah Thomas,DeMarcus Cousins,Rudy Gay,Jason Thompson,Marcus Thornton,Ben McLemore,Derrick Williams,Quincy Acy,Aaron Gray,Jimmer Fredette,Carl Landry,,,,
25083,WAS,2014,Trevor Ariza,John Wall,Nenê,Bradley Beal,Marcin Gortat,Martell Webster,Kevin Séraphin,Garrett Temple,Trevor Booker,,,,,,
25084,SAS,2014,Nando De Colo,Danny Green,Tim Duncan,Tony Parker,Aron Baynes,Marco Belinelli,Cory Joseph,Boris Diaw,Jeff Ayres,Patty Mills,Matt Bonner,Shannon Brown,,,
25085,DET,2014,Josh Smith,Greg Monroe,Brandon Jennings,Kyle Singler,Andre Drummond,Rodney Stuckey,Kentavious Caldwell-Pope,Will Bynum,Jonas Jerebko,,,,,,
25086,PHI,2014,Evan Turner,Michael Carter-Williams,Thaddeus Young,James Anderson,Spencer Hawes,Tony Wroten,Elliot Williams,Lavoy Allen,Arnett Moultrie,Lorenzo Brown,,,,,
25087,GSW,2014,Andre Iguodala,David Lee,Draymond Green,Stephen Curry,Klay Thompson,Marreese Speights,Jordan Crawford,Harrison Barnes,Kent Bazemore,MarShon Brooks,Ognjen Kuzmić,,,,
25088,DEN,2014,Randy Foye,Wilson Chandler,J.J. Hickson,Quincy Miller,Kenneth Faried,Jordan Hamilton,Timofey Mozgov,Evan Fournier,Anthony Randolph,Darrell Arthur,,,,,
25089,IND,2014,Lance Stephenson,Paul George,David West,Roy Hibbert,George Hill,Danny Granger,Ian Mahinmi,C.J. Watson,Luis Scola,Rasual Butler,Chris Copeland,Solomon Hill,Donald Sloan,,
25090,BOS,2014,Jeff Green,Jared Sullinger,Gerald Wallace,Brandon Bass,Phil Pressey,Chris Johnson,Jerryd Bayless,Kelly Olynyk,Kris Humphries,,,,,,
25091,MIL,2014,Brandon Knight,John Henson,Nate Wolters,Zaza Pachulia,Khris Middleton,Giannis Antetokounmpo,Gary Neal,Ekpe Udoh,Miroslav Raduljica,,,,,,
25092,HOU,2014,Dwight Howard,James Harden,Chandler Parsons,Patrick Beverley,Terrence Jones,Jeremy Lin,Donatas Motiejūnas,Francisco García,Ömer Aşık,Omri Casspi,,,,,
25093,MIN,2014,Kevin Love,Ricky Rubio,Ronny Turiaf,Chase Budinger,Corey Brewer,Luc Mbah a Moute,Alexey Shved,Dante Cunningham,J.J. Barea,Gorgui Dieng,A.J. Price,Shabazz Muhammad,,,
25094,NOP,2014,Anthony Davis,Brian Roberts,Eric Gordon,Al-Farouq Aminu,Alexis Ajinça,Tyreke Evans,Anthony Morrow,Austin Rivers,Luke Babbitt,Greg Stiemsma,Jeff Withey,,,,
25095,TOR,2014,DeMar DeRozan,Kyle Lowry,Terrence Ross,Patrick Patterson,Jonas Valančiūnas,John Salmons,Tyler Hansbrough,Greivis Vásquez,Steve Novak,Chuck Hayes,,,,,
25096,DAL,2014,Monta Ellis,Shawn Marion,Dirk Nowitzki,José Calderón,Samuel Dalembert,Vince Carter,DeJuan Blair,Devin Harris,Wayne Ellington,Jae Crowder,Brandan Wright,Shane Larkin,Bernard James,,
25097,CHA,2014,Al Jefferson,Kemba Walker,Gerald Henderson,Josh McRoberts,Michael Kidd-Gilchrist,Anthony Tolliver,Ramon Sessions,Cody Zeller,Bismack Biyombo,Jeff Adrien,Jannero Pargo,Chris Douglas-Roberts,,,
25098,ATL,2014,Kyle Korver,Paul Millsap,Jeff Teague,DeMarre Carroll,Gustavo Ayón,Lou Williams,Elton Brand,Mike Scott,Shelvin Mack,Cartier Martin,,,,,
25099,CHI,2014,Taj Gibson,Joakim Noah,Jimmy Butler,Mike Dunleavy,Kirk Hinrich,D.J. Augustin,Tony Snell,Nazr Mohammed,,,,,,,
25100,SAC,2014,Isaiah Thomas,DeMarcus Cousins,Rudy Gay,Marcus Thornton,Jason Thompson,Derrick Williams,Ben McLemore,Quincy Acy,Jimmer Fredette,Aaron Gray,Carl Landry,Ray McCallum,Travis Outlaw,,
25101,CLE,2014,Kyrie Irving,Luol Deng,Tristan Thompson,Tyler Zeller,Jarrett Jack,Anthony Bennett,Dion Waiters,Henry Sims,Matthew Dellavedova,Alonzo Gee,,,,,
25102,UTA,2014,Gordon Hayward,Trey Burke,Derrick Favors,Marvin Williams,Richard Jefferson,Alec Burks,Jeremy Evans,Enes Freedom,Diante Garrett,Brandon Rush,,,,,
25103,LAL,2014,Wesley Johnson,Chris Kaman,Steve Blake,Shawne Williams,Steve Nash,Kendall Marshall,Ryan Kelly,Jordan Hill,Robert Sacre,,,,,,
25104,WAS,2014,Trevor Ariza,Bradley Beal,Nenê,John Wall,Marcin Gortat,Kevin Séraphin,Martell Webster,Garrett Temple,Trevor Booker,Jan Veselý,,,,,
25105,MEM,2014,Nick Calathes,Zach Randolph,Marc Gasol,Courtney Lee,Tayshaun Prince,James Johnson,Mike Miller,Ed Davis,Kosta Koufos,Darius Morris,,,,,
25106,MIA,2014,LeBron James,Chris Bosh,Mario Chalmers,Shane Battier,Toney Douglas,Norris Cole,Ray Allen,Chris Andersen,Rashard Lewis,,,,,,
25107,PHO,2014,Goran Dragić,Channing Frye,P.J. Tucker,Gerald Green,Miles Plumlee,Markieff Morris,Ish Smith,Leandro Barbosa,Marcus Morris,Alex Len,,,,,
25108,OKC,2014,Kevin Durant,Serge Ibaka,Reggie Jackson,Kendrick Perkins,Thabo Sefolosha,Jeremy Lamb,Nick Collison,Derek Fisher,Steven Adams,Perry Jones,,,,,
25109,POR,2014,Nicolas Batum,LaMarcus Aldridge,Damian Lillard,Robin Lopez,Wesley Matthews,CJ McCollum,Meyers Leonard,Earl Watson,Thomas Robinson,Joel Freeland,,,,,
25110,SAS,2014,Cory Joseph,Marco Belinelli,Tim Duncan,Boris Diaw,Danny Green,Patty Mills,Matt Bonner,Shannon Brown,Jeff Ayres,Nando De Colo,,,,,
25111,BOS,2014,Jeff Green,Rajon Rondo,Gerald Wallace,Brandon Bass,Jared Sullinger,Kelly Olynyk,Jerryd Bayless,Kris Humphries,Chris Johnson,Phil Pressey,Joel Anthony,,,,
25112,CHA,2014,Kemba Walker,Michael Kidd-Gilchrist,Al Jefferson,Gerald Henderson,Josh McRoberts,Anthony Tolliver,Ramon Sessions,Bismack Biyombo,Cody Zeller,Jannero Pargo,Ben Gordon,,,,
25113,BRK,2014,Deron Williams,Joe Johnson,Paul Pierce,Shaun Livingston,Kevin Garnett,Mirza Teletović,Andray Blatche,Alan Anderson,Jason Terry,Andrei Kirilenko,Mason Plumlee,Marquis Teague,,,
25114,CLE,2014,Luol Deng,Kyrie Irving,Tristan Thompson,Jarrett Jack,Tyler Zeller,Dion Waiters,Anthony Bennett,Henry Sims,Matthew Dellavedova,Earl Clark,C.J. Miles,Alonzo Gee,,,
25115,DET,2014,Kyle Singler,Josh Smith,Brandon Jennings,Andre Drummond,Greg Monroe,Will Bynum,Jonas Jerebko,Rodney Stuckey,Kentavious Caldwell-Pope,,,,,,
25116,MIA,2014,LeBron James,Chris Bosh,Mario Chalmers,Shane Battier,Toney Douglas,Ray Allen,Norris Cole,Michael Beasley,Chris Andersen,Greg Oden,,,,,
25117,GSW,2014,Andre Iguodala,Stephen Curry,Klay Thompson,David Lee,Draymond Green,Harrison Barnes,Jordan Crawford,Marreese Speights,,,,,,,
25118,WAS,2014,Trevor Ariza,John Wall,Bradley Beal,Nenê,Marcin Gortat,Trevor Booker,Kevin Séraphin,Martell Webster,Garrett Temple,Otto Porter Jr.,Jan Veselý,,,,
25119,HOU,2014,James Harden,Jeremy Lin,Dwight Howard,Chandler Parsons,Terrence Jones,Francisco García,Donatas Motiejūnas,Ömer Aşık,Aaron Brooks,,,,,,
25120,DAL,2014,Monta Ellis,Shawn Marion,Dirk Nowitzki,José Calderón,Samuel Dalembert,Shane Larkin,Vince Carter,DeJuan Blair,Brandan Wright,Jae Crowder,,,,,
25121,IND,2014,Paul George,Lance Stephenson,David West,George Hill,Roy Hibbert,Danny Granger,C.J. Watson,Ian Mahinmi,Luis Scola,,,,,,
25122,POR,2014,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews,Robin Lopez,Damian Lillard,Mo Williams,CJ McCollum,Meyers Leonard,Dorell Wright,,,,,,
25123,LAC,2014,Blake Griffin,Chris Paul,Jamal Crawford,DeAndre Jordan,Matt Barnes,Darren Collison,Jared Dudley,Reggie Bullock,Hedo Türkoğlu,Ryan Hollins,,,,,
25124,NOP,2014,Brian Roberts,Eric Gordon,Al-Farouq Aminu,Alexis Ajinça,Anthony Davis,Luke Babbitt,Tyreke Evans,Greg Stiemsma,Anthony Morrow,Austin Rivers,,,,,
25125,MIL,2014,Brandon Knight,Zaza Pachulia,Ersan İlyasova,Nate Wolters,Khris Middleton,Gary Neal,Giannis Antetokounmpo,Miroslav Raduljica,,,,,,,
25126,DEN,2014,Randy Foye,Wilson Chandler,J.J. Hickson,Kenneth Faried,Darrell Arthur,Jordan Hamilton,Evan Fournier,Timofey Mozgov,Anthony Randolph,Quincy Miller,,,,,
25127,MIN,2014,Kevin Love,Corey Brewer,Ricky Rubio,Ronny Turiaf,Chase Budinger,J.J. Barea,Dante Cunningham,Luc Mbah a Moute,Gorgui Dieng,A.J. Price,Alexey Shved,Shabazz Muhammad,Robbie Hummel,,
25128,SAC,2014,Rudy Gay,Isaiah Thomas,DeMarcus Cousins,Jason Thompson,Marcus Thornton,Derrick Williams,Jimmer Fredette,Ben McLemore,Carl Landry,Quincy Acy,,,,,
25129,NYK,2014,Carmelo Anthony,Raymond Felton,Tyson Chandler,Pablo Prigioni,Iman Shumpert,Tim Hardaway Jr.,Amar'e Stoudemire,Jeremy Tyler,Toure' Murry,,,,,,
25130,MEM,2014,Zach Randolph,Nick Calathes,Tayshaun Prince,Courtney Lee,Marc Gasol,James Johnson,Kosta Koufos,Mike Miller,Darius Morris,Ed Davis,Jon Leuer,,,,
25131,ORL,2014,Nikola Vučević,Tobias Harris,Jameer Nelson,Arron Afflalo,Glen Davis,Victor Oladipo,Maurice Harkless,Kyle O'Quinn,E'Twaun Moore,Andrew Nicholson,,,,,
25132,ATL,2014,Paul Millsap,Gustavo Ayón,Lou Williams,Jeff Teague,Kyle Korver,Cartier Martin,Dennis Schröder,Mike Scott,Elton Brand,Shelvin Mack,,,,,
25133,TOR,2014,DeMar DeRozan,Kyle Lowry,Patrick Patterson,Terrence Ross,Jonas Valančiūnas,Greivis Vásquez,John Salmons,Steve Novak,Tyler Hansbrough,Julyan Stone,Dwight Buycks,Austin Daye,Chuck Hayes,,
25134,PHI,2014,James Anderson,Thaddeus Young,Michael Carter-Williams,Spencer Hawes,Evan Turner,Tony Wroten,Elliot Williams,Lavoy Allen,Arnett Moultrie,,,,,,
25135,UTA,2014,Gordon Hayward,Richard Jefferson,Marvin Williams,Trey Burke,Derrick Favors,Enes Freedom,Alec Burks,Diante Garrett,Jeremy Evans,Rudy Gobert,Brandon Rush,,,,
25136,BRK,2014,Deron Williams,Joe Johnson,Paul Pierce,Shaun Livingston,Kevin Garnett,Andray Blatche,Andrei Kirilenko,Alan Anderson,Jason Terry,Mason Plumlee,Mirza Teletović,,,,
25137,CHI,2014,Jimmy Butler,Joakim Noah,Kirk Hinrich,Mike Dunleavy,Carlos Boozer,Taj Gibson,D.J. Augustin,Tony Snell,Nazr Mohammed,,,,,,
25138,OKC,2014,Kevin Durant,Serge Ibaka,Reggie Jackson,Thabo Sefolosha,Kendrick Perkins,Jeremy Lamb,Derek Fisher,Nick Collison,Andre Roberson,Steven Adams,Perry Jones,,,,
25139,LAL,2014,Kendall Marshall,Wesley Johnson,Steve Blake,Shawne Williams,Chris Kaman,Jordan Hill,Ryan Kelly,Robert Sacre,,,,,,,
25140,MIA,2014,LeBron James,Dwyane Wade,Chris Bosh,Mario Chalmers,Shane Battier,Chris Andersen,Norris Cole,Ray Allen,Michael Beasley,Greg Oden,,,,,
25141,DAL,2014,Monta Ellis,Dirk Nowitzki,José Calderón,Shawn Marion,Samuel Dalembert,Vince Carter,Brandan Wright,Devin Harris,Jae Crowder,DeJuan Blair,,,,,
25142,PHO,2014,Goran Dragić,P.J. Tucker,Channing Frye,Gerald Green,Miles Plumlee,Markieff Morris,Marcus Morris,Leandro Barbosa,Ish Smith,Alex Len,,,,,
25143,DEN,2014,Randy Foye,Wilson Chandler,Kenneth Faried,J.J. Hickson,Jordan Hamilton,Evan Fournier,Anthony Randolph,Timofey Mozgov,Darrell Arthur,,,,,,
25144,CHA,2014,Kemba Walker,Al Jefferson,Josh McRoberts,Gerald Henderson,Michael Kidd-Gilchrist,Anthony Tolliver,Ramon Sessions,Cody Zeller,Bismack Biyombo,,,,,,
25145,DET,2014,Kyle Singler,Brandon Jennings,Josh Smith,Greg Monroe,Andre Drummond,Will Bynum,Rodney Stuckey,Kentavious Caldwell-Pope,Jonas Jerebko,,,,,,
25146,ATL,2014,Kyle Korver,Jeff Teague,Paul Millsap,Cartier Martin,Gustavo Ayón,Elton Brand,Lou Williams,Shelvin Mack,Mike Scott,Dennis Schröder,,,,,
25147,IND,2014,Lance Stephenson,Paul George,David West,Roy Hibbert,George Hill,Ian Mahinmi,Danny Granger,C.J. Watson,Luis Scola,Donald Sloan,Rasual Butler,Chris Copeland,Orlando Johnson,,
25148,SAS,2014,Danny Green,Tim Duncan,Boris Diaw,Marco Belinelli,Cory Joseph,Patty Mills,Manu Ginóbili,Jeff Ayres,Shannon Brown,Matt Bonner,Aron Baynes,,,,
25149,LAC,2014,DeAndre Jordan,Jamal Crawford,Blake Griffin,Chris Paul,Matt Barnes,Darren Collison,Jared Dudley,Hedo Türkoğlu,Reggie Bullock,Ryan Hollins,Willie Green,,,,
25150,NYK,2014,Carmelo Anthony,Pablo Prigioni,Raymond Felton,Tyson Chandler,Iman Shumpert,J.R. Smith,Tim Hardaway Jr.,Amar'e Stoudemire,Jeremy Tyler,,,,,,
25151,MEM,2014,Tayshaun Prince,Courtney Lee,Zach Randolph,Mike Conley,Marc Gasol,Mike Miller,Nick Calathes,Kosta Koufos,James Johnson,Ed Davis,,,,,
25152,ORL,2014,Tobias Harris,Arron Afflalo,Jameer Nelson,Nikola Vučević,Glen Davis,Maurice Harkless,E'Twaun Moore,Victor Oladipo,Kyle O'Quinn,Doron Lamb,,,,,
25153,MIL,2014,Nate Wolters,Brandon Knight,Khris Middleton,Ersan İlyasova,Zaza Pachulia,John Henson,Caron Butler,Giannis Antetokounmpo,Gary Neal,,,,,,
25154,CLE,2014,Luol Deng,Tristan Thompson,Tyler Zeller,Kyrie Irving,Jarrett Jack,Anthony Bennett,Matthew Dellavedova,Henry Sims,Dion Waiters,C.J. Miles,Alonzo Gee,Earl Clark,,,
25155,PHI,2014,Evan Turner,Michael Carter-Williams,James Anderson,Spencer Hawes,Thaddeus Young,Lavoy Allen,Tony Wroten,Elliot Williams,Arnett Moultrie,Lorenzo Brown,,,,,
25156,TOR,2014,DeMar DeRozan,Kyle Lowry,Patrick Patterson,Terrence Ross,Jonas Valančiūnas,John Salmons,Greivis Vásquez,Amir Johnson,Tyler Hansbrough,,,,,,
25157,WAS,2014,John Wall,Trevor Ariza,Bradley Beal,Nenê,Marcin Gortat,Martell Webster,Trevor Booker,Kevin Séraphin,Garrett Temple,,,,,,
25158,WAS,2014,Trevor Ariza,Bradley Beal,John Wall,Nenê,Marcin Gortat,Trevor Booker,Martell Webster,Garrett Temple,Kevin Séraphin,,,,,,
25159,ATL,2014,Paul Millsap,Elton Brand,Kyle Korver,Jeff Teague,Cartier Martin,Lou Williams,Mike Scott,Shelvin Mack,Dennis Schröder,,,,,,
25160,DET,2014,Josh Smith,Brandon Jennings,Andre Drummond,Greg Monroe,Kyle Singler,Rodney Stuckey,Will Bynum,Jonas Jerebko,Kentavious Caldwell-Pope,Gigi Datome,Tony Mitchell,,,,
25161,CHA,2014,Kemba Walker,Al Jefferson,Josh McRoberts,Gerald Henderson,Michael Kidd-Gilchrist,Ramon Sessions,Anthony Tolliver,Cody Zeller,Bismack Biyombo,Jannero Pargo,Jeff Adrien,Chris Douglas-Roberts,,,
25162,ORL,2014,Tobias Harris,Nikola Vučević,Arron Afflalo,Jameer Nelson,Glen Davis,Kyle O'Quinn,Victor Oladipo,E'Twaun Moore,Andrew Nicholson,Maurice Harkless,Jason Maxiell,,,,
25163,CLE,2014,Tristan Thompson,Kyrie Irving,Jarrett Jack,Luol Deng,Tyler Zeller,Anthony Bennett,C.J. Miles,Matthew Dellavedova,Henry Sims,Alonzo Gee,,,,,
25164,HOU,2014,James Harden,Chandler Parsons,Patrick Beverley,Dwight Howard,Terrence Jones,Ömer Aşık,Jeremy Lin,Donatas Motiejūnas,Francisco García,Omri Casspi,Aaron Brooks,,,,
25165,LAL,2014,Kendall Marshall,Wesley Johnson,Jodie Meeks,Ryan Kelly,Chris Kaman,Jordan Hill,Robert Sacre,Jordan Farmar,,,,,,,
