,Team,Season Year,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15
26755,SAS,2014,Danny Green,Tim Duncan,Tony Parker,Boris Diaw,Kawhi Leonard,Marco Belinelli,Patty Mills,Cory Joseph,Matt Bonner,Jeff Ayres,Aron Baynes,,,,
26756,DET,2014,Andre Drummond,Brandon Jennings,Josh Smith,Kentavious Caldwell-Pope,Greg Monroe,Kyle Singler,Rodney Stuckey,Will Bynum,Charlie Villanueva,Jonas Jerebko,Josh Harrellson,Gigi Datome,,,
26757,TOR,2014,DeMar DeRozan,Kyle Lowry,Amir Johnson,Terrence Ross,Jonas Valančiūnas,John Salmons,Greivis Vásquez,Patrick Patterson,Chuck Hayes,Julyan Stone,Landry Fields,Steve Novak,,,
26758,OKC,2014,Kevin Durant,Reggie Jackson,Serge Ibaka,Thabo Sefolosha,Kendrick Perkins,Jeremy Lamb,Derek Fisher,Perry Jones,Steven Adams,Nick Collison,Andre Roberson,,,,
26759,DEN,2014,Ty Lawson,Randy Foye,Kenneth Faried,J.J. Hickson,Quincy Miller,Nate Robinson,Timofey Mozgov,Evan Fournier,Darrell Arthur,Jordan Hamilton,Anthony Randolph,,,,
26760,MIA,2014,LeBron James,Dwyane Wade,Chris Bosh,Norris Cole,Rashard Lewis,Ray Allen,Chris Andersen,Michael Beasley,Roger Mason,,,,,,
26761,NYK,2014,Iman Shumpert,Carmelo Anthony,Andrea Bargnani,Raymond Felton,Kenyon Martin,Amar'e Stoudemire,Tim Hardaway Jr.,Toure' Murry,,,,,,,
26762,HOU,2014,Jeremy Lin,James Harden,Dwight Howard,Terrence Jones,Ronnie Brewer,Aaron Brooks,Francisco García,Greg Smith,Donatas Motiejūnas,Omri Casspi,,,,,
26763,ATL,2014,Kyle Korver,DeMarre Carroll,Jeff Teague,Paul Millsap,Pero Antić,Lou Williams,Elton Brand,Mike Scott,Shelvin Mack,,,,,,
26764,MIA,2014,Norris Cole,LeBron James,Chris Bosh,Ray Allen,Rashard Lewis,Chris Andersen,Roger Mason,Michael Beasley,,,,,,,
26765,BRK,2014,Shaun Livingston,Joe Johnson,Paul Pierce,Kevin Garnett,Alan Anderson,Andrei Kirilenko,Jason Terry,Mirza Teletović,Andray Blatche,Reggie Evans,,,,,
26766,BOS,2014,Jeff Green,Kris Humphries,Avery Bradley,Jordan Crawford,Brandon Bass,Jared Sullinger,Gerald Wallace,Jerryd Bayless,Kelly Olynyk,,,,,,
26767,GSW,2014,Klay Thompson,Stephen Curry,Andre Iguodala,David Lee,Andrew Bogut,Harrison Barnes,Draymond Green,Marreese Speights,Toney Douglas,,,,,,
26768,WAS,2014,John Wall,Trevor Ariza,Marcin Gortat,Bradley Beal,Trevor Booker,Nenê,Martell Webster,Jan Veselý,Garrett Temple,Otto Porter Jr.,Kevin Séraphin,Chris Singleton,,,
26769,IND,2014,Paul George,Lance Stephenson,Roy Hibbert,George Hill,David West,Danny Granger,Luis Scola,C.J. Watson,Ian Mahinmi,Rasual Butler,Chris Copeland,Orlando Johnson,Donald Sloan,,
26770,LAL,2014,Kendall Marshall,Wesley Johnson,Jodie Meeks,Pau Gasol,Robert Sacre,Nick Young,Jordan Hill,Chris Kaman,Ryan Kelly,,,,,,
26771,LAC,2014,Darren Collison,DeAndre Jordan,Blake Griffin,Jared Dudley,J.J. Redick,Jamal Crawford,Matt Barnes,Ryan Hollins,Darius Morris,Willie Green,Antawn Jamison,Byron Mullens,Maalik Wayns,,
26772,PHO,2014,Miles Plumlee,Goran Dragić,Channing Frye,Gerald Green,P.J. Tucker,Markieff Morris,Marcus Morris,Leandro Barbosa,Ish Smith,Alex Len,,,,,
26773,MEM,2014,Mike Conley,Zach Randolph,Tayshaun Prince,Mike Miller,Kosta Koufos,Ed Davis,James Johnson,Courtney Lee,Jon Leuer,Nick Calathes,,,,,
26774,CHI,2014,Jimmy Butler,Joakim Noah,Mike Dunleavy,Kirk Hinrich,Carlos Boozer,Taj Gibson,D.J. Augustin,Tony Snell,Nazr Mohammed,,,,,,
26775,MIL,2014,Luke Ridnour,Brandon Knight,Ersan İlyasova,Larry Sanders,Giannis Antetokounmpo,Khris Middleton,O.J. Mayo,Miroslav Raduljica,Ekpe Udoh,Caron Butler,,,,,
26776,CHA,2014,Kemba Walker,Al Jefferson,Josh McRoberts,Chris Douglas-Roberts,Gerald Henderson,Anthony Tolliver,Ramon Sessions,Bismack Biyombo,Cody Zeller,Ben Gordon,Jeff Adrien,Jannero Pargo,,,
26777,MIN,2014,Kevin Love,Corey Brewer,Nikola Peković,Ricky Rubio,Kevin Martin,Alexey Shved,J.J. Barea,Dante Cunningham,Chase Budinger,Ronny Turiaf,Luc Mbah a Moute,A.J. Price,Gorgui Dieng,,
26778,DAL,2014,Jae Crowder,Monta Ellis,José Calderón,Dirk Nowitzki,Samuel Dalembert,DeJuan Blair,Vince Carter,Brandan Wright,Shane Larkin,Ricky Ledo,Bernard James,Gal Mekel,,,
26779,NOP,2014,Anthony Davis,Eric Gordon,Al-Farouq Aminu,Brian Roberts,Alexis Ajinça,Jason Smith,Austin Rivers,Darius Miller,Greg Stiemsma,Anthony Morrow,Tyreke Evans,Jeff Withey,,,
26780,DET,2014,Josh Smith,Andre Drummond,Kentavious Caldwell-Pope,Brandon Jennings,Greg Monroe,Kyle Singler,Will Bynum,Chauncey Billups,Rodney Stuckey,,,,,,
26781,PHI,2014,Thaddeus Young,Spencer Hawes,Evan Turner,Michael Carter-Williams,James Anderson,Tony Wroten,Elliot Williams,Brandon Davies,Hollis Thompson,,,,,,
26782,ORL,2014,Victor Oladipo,Tobias Harris,Arron Afflalo,Glen Davis,Jameer Nelson,Maurice Harkless,E'Twaun Moore,Andrew Nicholson,Kyle O'Quinn,Doron Lamb,Jason Maxiell,,,,
26783,SAC,2014,DeMarcus Cousins,Rudy Gay,Isaiah Thomas,Jason Thompson,Marcus Thornton,Derrick Williams,Ben McLemore,Quincy Acy,Jimmer Fredette,Aaron Gray,Ray McCallum,Travis Outlaw,,,
26784,CLE,2014,Kyrie Irving,Tristan Thompson,Anderson Varejão,C.J. Miles,Luol Deng,Dion Waiters,Jarrett Jack,Tyler Zeller,Earl Clark,Matthew Dellavedova,,,,,
26785,UTA,2014,Alec Burks,Trey Burke,Richard Jefferson,Derrick Favors,Marvin Williams,Enes Freedom,Diante Garrett,Brandon Rush,Jeremy Evans,John Lucas III,,,,,
26786,CHA,2014,Kemba Walker,Al Jefferson,Josh McRoberts,Gerald Henderson,Chris Douglas-Roberts,Ramon Sessions,Anthony Tolliver,Cody Zeller,Bismack Biyombo,,,,,,
26787,CHI,2014,Mike Dunleavy,Joakim Noah,Kirk Hinrich,Carlos Boozer,Tony Snell,D.J. Augustin,Taj Gibson,Cartier Martin,Nazr Mohammed,,,,,,
26788,NOP,2014,Anthony Davis,Eric Gordon,Al-Farouq Aminu,Brian Roberts,Jason Smith,Austin Rivers,Darius Miller,Alexis Ajinça,Greg Stiemsma,Anthony Morrow,Jeff Withey,,,,
26789,DAL,2014,Monta Ellis,José Calderón,Jae Crowder,Dirk Nowitzki,Samuel Dalembert,Vince Carter,Brandan Wright,Shane Larkin,DeJuan Blair,Gal Mekel,Ricky Ledo,,,,
26790,ORL,2014,Tobias Harris,Victor Oladipo,Glen Davis,Jameer Nelson,Maurice Harkless,Doron Lamb,E'Twaun Moore,Kyle O'Quinn,Andrew Nicholson,Jason Maxiell,,,,,
26791,DEN,2014,Quincy Miller,Ty Lawson,Randy Foye,Kenneth Faried,J.J. Hickson,Timofey Mozgov,Evan Fournier,Nate Robinson,Jordan Hamilton,Darrell Arthur,,,,,
26792,PHO,2014,P.J. Tucker,Goran Dragić,Channing Frye,Gerald Green,Miles Plumlee,Marcus Morris,Leandro Barbosa,Ish Smith,Markieff Morris,Alex Len,,,,,
26793,DET,2014,Brandon Jennings,Josh Smith,Greg Monroe,Andre Drummond,Kentavious Caldwell-Pope,Kyle Singler,Will Bynum,Rodney Stuckey,Charlie Villanueva,,,,,,
26794,MIL,2014,Giannis Antetokounmpo,Khris Middleton,Brandon Knight,Ersan İlyasova,Larry Sanders,O.J. Mayo,Luke Ridnour,Ekpe Udoh,Miroslav Raduljica,,,,,,
26795,OKC,2014,Kevin Durant,Thabo Sefolosha,Serge Ibaka,Reggie Jackson,Kendrick Perkins,Jeremy Lamb,Derek Fisher,Nick Collison,Steven Adams,Perry Jones,,,,,
26796,NYK,2014,Carmelo Anthony,Raymond Felton,Iman Shumpert,Kenyon Martin,Andrea Bargnani,J.R. Smith,Amar'e Stoudemire,Tim Hardaway Jr.,Toure' Murry,,,,,,
26797,PHI,2014,Spencer Hawes,Thaddeus Young,Evan Turner,Michael Carter-Williams,James Anderson,Hollis Thompson,Brandon Davies,Tony Wroten,Elliot Williams,,,,,,
26798,BOS,2014,Avery Bradley,Jeff Green,Kris Humphries,Jordan Crawford,Brandon Bass,Jared Sullinger,Jerryd Bayless,Gerald Wallace,Kelly Olynyk,Phil Pressey,,,,,
26799,POR,2014,LaMarcus Aldridge,Nicolas Batum,Wesley Matthews,Damian Lillard,Robin Lopez,Mo Williams,Joel Freeland,CJ McCollum,Thomas Robinson,,,,,,
26800,BRK,2014,Joe Johnson,Alan Anderson,Paul Pierce,Shaun Livingston,Mason Plumlee,Mirza Teletović,Andrei Kirilenko,Jason Terry,Andray Blatche,Reggie Evans,Tyshawn Taylor,Tornike Shengelia,,,
26801,TOR,2014,DeMar DeRozan,Kyle Lowry,Terrence Ross,Amir Johnson,Jonas Valančiūnas,Patrick Patterson,John Salmons,Chuck Hayes,Greivis Vásquez,Steve Novak,Julyan Stone,,,,
26802,HOU,2014,Jeremy Lin,James Harden,Dwight Howard,Terrence Jones,Ronnie Brewer,Francisco García,Omri Casspi,Aaron Brooks,Greg Smith,,,,,,
26803,WAS,2014,Trevor Ariza,John Wall,Bradley Beal,Marcin Gortat,Trevor Booker,Nenê,Martell Webster,Kevin Séraphin,Jan Veselý,Garrett Temple,Otto Porter Jr.,,,,
26804,ATL,2014,DeMarre Carroll,Paul Millsap,Jeff Teague,Kyle Korver,Gustavo Ayón,Mike Scott,Lou Williams,Elton Brand,Shelvin Mack,,,,,,
26805,MEM,2014,Mike Conley,Zach Randolph,Courtney Lee,Tayshaun Prince,Kosta Koufos,James Johnson,Mike Miller,Ed Davis,Jon Leuer,Nick Calathes,,,,,
26806,CLE,2014,Kyrie Irving,Anderson Varejão,C.J. Miles,Luol Deng,Tristan Thompson,Earl Clark,Dion Waiters,Jarrett Jack,Tyler Zeller,Matthew Dellavedova,Anthony Bennett,Alonzo Gee,Sergey Karasev,,
26807,SAC,2014,Isaiah Thomas,Jason Thompson,DeMarcus Cousins,Rudy Gay,Marcus Thornton,Ben McLemore,Jimmer Fredette,Derrick Williams,Quincy Acy,Travis Outlaw,Ray McCallum,,,,
26808,MIN,2014,Kevin Love,Ricky Rubio,Nikola Peković,Kevin Martin,Corey Brewer,Alexey Shved,Chase Budinger,J.J. Barea,Ronny Turiaf,Dante Cunningham,A.J. Price,Gorgui Dieng,Luc Mbah a Moute,,
26809,SAS,2014,Kawhi Leonard,Tony Parker,Tim Duncan,Boris Diaw,Danny Green,Patty Mills,Marco Belinelli,Matt Bonner,Cory Joseph,Jeff Ayres,Aron Baynes,Nando De Colo,,,
26810,HOU,2014,Chandler Parsons,James Harden,Dwight Howard,Terrence Jones,Jeremy Lin,Omri Casspi,Aaron Brooks,Francisco García,Ronnie Brewer,,,,,,
26811,BOS,2014,Avery Bradley,Jeff Green,Jordan Crawford,Jared Sullinger,Kris Humphries,Brandon Bass,Jerryd Bayless,Kelly Olynyk,Gerald Wallace,MarShon Brooks,Vítor Luiz Faverani,Phil Pressey,,,
26812,WAS,2014,Trevor Ariza,John Wall,Nenê,Marcin Gortat,Bradley Beal,Martell Webster,Trevor Booker,Garrett Temple,,,,,,,
26813,CHI,2014,Jimmy Butler,Joakim Noah,Carlos Boozer,Mike Dunleavy,Kirk Hinrich,D.J. Augustin,Taj Gibson,Tony Snell,Cartier Martin,,,,,,
26814,ORL,2014,Maurice Harkless,Jameer Nelson,Tobias Harris,Glen Davis,Victor Oladipo,E'Twaun Moore,Doron Lamb,Jason Maxiell,Andrew Nicholson,Kyle O'Quinn,,,,,
26815,DAL,2014,Monta Ellis,José Calderón,Dirk Nowitzki,Jae Crowder,Samuel Dalembert,Vince Carter,Brandan Wright,Wayne Ellington,DeJuan Blair,Gal Mekel,Ricky Ledo,Bernard James,,,
26816,SAS,2014,Tony Parker,Kawhi Leonard,Tim Duncan,Manu Ginóbili,Jeff Ayres,Marco Belinelli,Boris Diaw,Matt Bonner,Cory Joseph,Patty Mills,Aron Baynes,,,,
26817,NOP,2014,Al-Farouq Aminu,Anthony Davis,Brian Roberts,Eric Gordon,Jason Smith,Austin Rivers,Darius Miller,Alexis Ajinça,Anthony Morrow,Jeff Withey,,,,,
26818,PHO,2014,Goran Dragić,Gerald Green,Channing Frye,Miles Plumlee,P.J. Tucker,Leandro Barbosa,Marcus Morris,Markieff Morris,Dionte Christmas,Ish Smith,Archie Goodwin,,,,
26819,NYK,2014,Carmelo Anthony,Raymond Felton,Iman Shumpert,Kenyon Martin,Andrea Bargnani,J.R. Smith,Amar'e Stoudemire,Tim Hardaway Jr.,Toure' Murry,,,,,,
26820,MIL,2014,Khris Middleton,Ersan İlyasova,Giannis Antetokounmpo,Brandon Knight,Larry Sanders,Luke Ridnour,O.J. Mayo,John Henson,Caron Butler,Miroslav Raduljica,Nate Wolters,,,,
26821,TOR,2014,DeMar DeRozan,Jonas Valančiūnas,Kyle Lowry,Terrence Ross,Amir Johnson,John Salmons,Patrick Patterson,Greivis Vásquez,Chuck Hayes,Steve Novak,Landry Fields,Austin Daye,,,
26822,DEN,2014,Ty Lawson,Kenneth Faried,J.J. Hickson,Quincy Miller,Randy Foye,Evan Fournier,Wilson Chandler,Timofey Mozgov,Nate Robinson,,,,,,
26823,UTA,2014,Alec Burks,Trey Burke,Derrick Favors,Richard Jefferson,Marvin Williams,Enes Freedom,Diante Garrett,Jeremy Evans,Brandon Rush,John Lucas III,,,,,
26824,NYK,2014,Carmelo Anthony,Iman Shumpert,Raymond Felton,Andrea Bargnani,Tyson Chandler,Kenyon Martin,Tim Hardaway Jr.,Amar'e Stoudemire,Beno Udrih,Toure' Murry,Jeremy Tyler,,,,
26825,CHA,2014,Kemba Walker,Al Jefferson,Gerald Henderson,Josh McRoberts,Michael Kidd-Gilchrist,Ramon Sessions,Anthony Tolliver,Cody Zeller,Bismack Biyombo,,,,,,
26826,SAC,2014,DeMarcus Cousins,Rudy Gay,Marcus Thornton,Isaiah Thomas,Jason Thompson,Derrick Williams,Quincy Acy,Jimmer Fredette,Ben McLemore,Aaron Gray,Travis Outlaw,,,,
26827,IND,2014,Paul George,Lance Stephenson,Roy Hibbert,David West,George Hill,Danny Granger,Ian Mahinmi,C.J. Watson,Luis Scola,Rasual Butler,Chris Copeland,Donald Sloan,Orlando Johnson,,
26828,CLE,2014,Luol Deng,Tristan Thompson,Anderson Varejão,Kyrie Irving,C.J. Miles,Dion Waiters,Matthew Dellavedova,Jarrett Jack,Tyler Zeller,Earl Clark,,,,,
26829,LAL,2014,Jodie Meeks,Wesley Johnson,Kendall Marshall,Pau Gasol,Robert Sacre,Nick Young,Jordan Hill,Ryan Kelly,Chris Kaman,,,,,,
26830,OKC,2014,Kevin Durant,Reggie Jackson,Serge Ibaka,Thabo Sefolosha,Kendrick Perkins,Jeremy Lamb,Steven Adams,Derek Fisher,Nick Collison,,,,,,
26831,MEM,2014,Zach Randolph,Mike Conley,Courtney Lee,Tayshaun Prince,Marc Gasol,Ed Davis,James Johnson,Mike Miller,Nick Calathes,Kosta Koufos,Jon Leuer,,,,
26832,TOR,2014,Kyle Lowry,DeMar DeRozan,Amir Johnson,Terrence Ross,Jonas Valančiūnas,John Salmons,Patrick Patterson,Chuck Hayes,Steve Novak,Greivis Vásquez,Landry Fields,,,,
26833,BOS,2014,Jared Sullinger,Jeff Green,Avery Bradley,Phil Pressey,Kris Humphries,Brandon Bass,Gerald Wallace,Jerryd Bayless,Vítor Luiz Faverani,Kelly Olynyk,,,,,
26834,DEN,2014,Ty Lawson,J.J. Hickson,Wilson Chandler,Randy Foye,Kenneth Faried,Nate Robinson,Timofey Mozgov,Evan Fournier,Quincy Miller,,,,,,
26835,GSW,2014,Stephen Curry,David Lee,Klay Thompson,Andre Iguodala,Andrew Bogut,Harrison Barnes,Draymond Green,Marreese Speights,Kent Bazemore,,,,,,
26836,DAL,2014,Monta Ellis,José Calderón,Shawn Marion,Dirk Nowitzki,Samuel Dalembert,Vince Carter,Jae Crowder,DeJuan Blair,Brandan Wright,Wayne Ellington,Shane Larkin,,,,
26837,LAC,2014,Blake Griffin,DeAndre Jordan,Darren Collison,J.J. Redick,Jared Dudley,Matt Barnes,Jamal Crawford,Darius Morris,,,,,,,
26838,MEM,2014,Mike Conley,Zach Randolph,Courtney Lee,Tayshaun Prince,Marc Gasol,James Johnson,Kosta Koufos,Ed Davis,Mike Miller,Nick Calathes,Jamaal Franklin,,,,
26839,MIL,2014,Luke Ridnour,Brandon Knight,Larry Sanders,Ersan İlyasova,Giannis Antetokounmpo,John Henson,Caron Butler,Khris Middleton,O.J. Mayo,Miroslav Raduljica,,,,,
26840,SAC,2014,Isaiah Thomas,Jason Thompson,Rudy Gay,DeMarcus Cousins,Marcus Thornton,Derrick Williams,Quincy Acy,Ben McLemore,Jimmer Fredette,Travis Outlaw,Aaron Gray,,,,
26841,MIN,2014,Kevin Love,Nikola Peković,Corey Brewer,Ricky Rubio,Kevin Martin,Alexey Shved,J.J. Barea,Ronny Turiaf,Chase Budinger,Dante Cunningham,,,,,
26842,HOU,2014,Chandler Parsons,Terrence Jones,James Harden,Jeremy Lin,Dwight Howard,Donatas Motiejūnas,Francisco García,Isaiah Canaan,Omri Casspi,,,,,,
26843,NOP,2014,Eric Gordon,Anthony Davis,Brian Roberts,Jason Smith,Al-Farouq Aminu,Darius Miller,Greg Stiemsma,Austin Rivers,Alexis Ajinça,Anthony Morrow,Jeff Withey,,,,
26844,CHI,2014,Joakim Noah,Mike Dunleavy,Carlos Boozer,Kirk Hinrich,Taj Gibson,D.J. Augustin,Tony Snell,Nazr Mohammed,,,,,,,
26845,ORL,2014,Victor Oladipo,Jameer Nelson,Glen Davis,Maurice Harkless,Tobias Harris,Kyle O'Quinn,E'Twaun Moore,Ronnie Price,Andrew Nicholson,,,,,,
26846,CHA,2014,Kemba Walker,Al Jefferson,Gerald Henderson,Josh McRoberts,Michael Kidd-Gilchrist,Anthony Tolliver,Ramon Sessions,Cody Zeller,Jeff Adrien,Chris Douglas-Roberts,,,,,
26847,PHI,2014,Spencer Hawes,Evan Turner,Thaddeus Young,Michael Carter-Williams,James Anderson,Tony Wroten,Elliot Williams,Dewayne Dedmon,Hollis Thompson,Brandon Davies,,,,,
26848,LAL,2014,Wesley Johnson,Jodie Meeks,Kendall Marshall,Pau Gasol,Jordan Hill,Ryan Kelly,Chris Kaman,Nick Young,,,,,,,
26849,PHO,2014,Goran Dragić,Channing Frye,Gerald Green,P.J. Tucker,Miles Plumlee,Markieff Morris,Marcus Morris,Ish Smith,Archie Goodwin,Alex Len,,,,,
26850,CLE,2014,Kyrie Irving,Luol Deng,Tristan Thompson,Anderson Varejão,C.J. Miles,Dion Waiters,Jarrett Jack,Matthew Dellavedova,Earl Clark,Tyler Zeller,,,,,
26851,POR,2014,Damian Lillard,Nicolas Batum,LaMarcus Aldridge,Robin Lopez,Wesley Matthews,Mo Williams,Joel Freeland,Thomas Robinson,CJ McCollum,,,,,,
26852,UTA,2014,Alec Burks,Richard Jefferson,Derrick Favors,Trey Burke,Marvin Williams,Enes Freedom,Brandon Rush,Diante Garrett,Jeremy Evans,John Lucas III,,,,,
26853,SAS,2014,Tony Parker,Kawhi Leonard,Jeff Ayres,Tim Duncan,Manu Ginóbili,Marco Belinelli,Boris Diaw,Matt Bonner,Patty Mills,Cory Joseph,Aron Baynes,,,,
26854,MIA,2014,LeBron James,Norris Cole,Chris Bosh,Dwyane Wade,Shane Battier,Ray Allen,Udonis Haslem,Greg Oden,Michael Beasley,Roger Mason,James Jones,,,,
26855,WAS,2014,John Wall,Trevor Ariza,Nenê,Marcin Gortat,Bradley Beal,Martell Webster,Trevor Booker,Garrett Temple,,,,,,,
26856,BRK,2014,Joe Johnson,Alan Anderson,Paul Pierce,Shaun Livingston,Kevin Garnett,Andray Blatche,Jason Terry,Mirza Teletović,Andrei Kirilenko,Tyshawn Taylor,Tornike Shengelia,Mason Plumlee,,,
26857,ATL,2014,Paul Millsap,Kyle Korver,Jeff Teague,Lou Williams,Pero Antić,Mike Scott,Shelvin Mack,Elton Brand,Dennis Schröder,James Nunnally,Gustavo Ayón,,,,
26858,OKC,2014,Kevin Durant,Serge Ibaka,Reggie Jackson,Kendrick Perkins,Thabo Sefolosha,Jeremy Lamb,Nick Collison,Derek Fisher,Steven Adams,Perry Jones,,,,,
26859,HOU,2014,Chandler Parsons,Terrence Jones,James Harden,Dwight Howard,Jeremy Lin,Donatas Motiejūnas,Aaron Brooks,Francisco García,Omri Casspi,,,,,,
26860,NYK,2014,Andrea Bargnani,Carmelo Anthony,Raymond Felton,Tyson Chandler,Iman Shumpert,J.R. Smith,Tim Hardaway Jr.,Beno Udrih,Amar'e Stoudemire,Kenyon Martin,Jeremy Tyler,Cole Aldrich,Toure' Murry,,
26861,IND,2014,Lance Stephenson,Paul George,David West,Roy Hibbert,George Hill,C.J. Watson,Ian Mahinmi,Danny Granger,Luis Scola,Chris Copeland,Rasual Butler,Donald Sloan,Orlando Johnson,,
26862,LAL,2014,Kendall Marshall,Jodie Meeks,Wesley Johnson,Pau Gasol,Jordan Hill,Ryan Kelly,Manny Harris,Chris Kaman,Robert Sacre,,,,,,
26863,BOS,2014,Jeff Green,Avery Bradley,Jared Sullinger,Rajon Rondo,Kris Humphries,Kelly Olynyk,Gerald Wallace,Phil Pressey,Brandon Bass,Jerryd Bayless,,,,,
26864,CLE,2014,C.J. Miles,Tristan Thompson,Kyrie Irving,Anderson Varejão,Luol Deng,Dion Waiters,Tyler Zeller,Jarrett Jack,Earl Clark,,,,,,
26865,DEN,2014,Ty Lawson,Randy Foye,Wilson Chandler,J.J. Hickson,Kenneth Faried,Timofey Mozgov,Nate Robinson,Evan Fournier,Quincy Miller,,,,,,
26866,UTA,2014,Trey Burke,Alec Burks,Richard Jefferson,Marvin Williams,Derrick Favors,Enes Freedom,Brandon Rush,Jeremy Evans,Diante Garrett,Ian Clark,John Lucas III,Rudy Gobert,,,
26867,DET,2014,Andre Drummond,Brandon Jennings,Kentavious Caldwell-Pope,Josh Smith,Greg Monroe,Kyle Singler,Rodney Stuckey,Will Bynum,Josh Harrellson,Charlie Villanueva,Jonas Jerebko,Gigi Datome,,,
26868,SAC,2014,DeMarcus Cousins,Isaiah Thomas,Rudy Gay,Jason Thompson,Marcus Thornton,Derrick Williams,Ben McLemore,Aaron Gray,Quincy Acy,Jimmer Fredette,,,,,
26869,MEM,2014,Mike Conley,Zach Randolph,Courtney Lee,Marc Gasol,Tayshaun Prince,James Johnson,Kosta Koufos,Nick Calathes,Mike Miller,Ed Davis,,,,,
26870,LAC,2014,DeAndre Jordan,Blake Griffin,Darren Collison,J.J. Redick,Jared Dudley,Jamal Crawford,Matt Barnes,Hedo Türkoğlu,Ryan Hollins,Darius Morris,Reggie Bullock,,,,
26871,NYK,2014,Carmelo Anthony,Tyson Chandler,Andrea Bargnani,Raymond Felton,Iman Shumpert,J.R. Smith,Jeremy Tyler,Tim Hardaway Jr.,Toure' Murry,,,,,,
26872,GSW,2014,Klay Thompson,Stephen Curry,David Lee,Andre Iguodala,Andrew Bogut,Draymond Green,Harrison Barnes,Jordan Crawford,Marreese Speights,Kent Bazemore,MarShon Brooks,,,,
26873,OKC,2014,Kevin Durant,Serge Ibaka,Reggie Jackson,Thabo Sefolosha,Kendrick Perkins,Jeremy Lamb,Nick Collison,Derek Fisher,Steven Adams,Perry Jones,,,,,
26874,CHA,2014,Kemba Walker,Al Jefferson,Josh McRoberts,Gerald Henderson,Michael Kidd-Gilchrist,Ramon Sessions,Anthony Tolliver,Cody Zeller,Jeff Adrien,Bismack Biyombo,,,,,
26875,ORL,2014,Victor Oladipo,Arron Afflalo,Tobias Harris,Jameer Nelson,Glen Davis,E'Twaun Moore,Kyle O'Quinn,Maurice Harkless,Andrew Nicholson,Doron Lamb,,,,,
26876,MIA,2014,LeBron James,Chris Bosh,Shane Battier,Mario Chalmers,Dwyane Wade,Norris Cole,Ray Allen,Udonis Haslem,Rashard Lewis,Michael Beasley,James Jones,Roger Mason,,,
26877,PHI,2014,Thaddeus Young,Evan Turner,Spencer Hawes,James Anderson,Michael Carter-Williams,Tony Wroten,Hollis Thompson,Dewayne Dedmon,Elliot Williams,Brandon Davies,,,,,
26878,DAL,2014,Monta Ellis,Shawn Marion,Dirk Nowitzki,Samuel Dalembert,José Calderón,Shane Larkin,Vince Carter,Brandan Wright,Jae Crowder,DeJuan Blair,,,,,
26879,PHO,2014,Goran Dragić,P.J. Tucker,Gerald Green,Channing Frye,Miles Plumlee,Markieff Morris,Marcus Morris,Ish Smith,Archie Goodwin,Alex Len,,,,,
26880,POR,2014,LaMarcus Aldridge,Damian Lillard,Nicolas Batum,Robin Lopez,Wesley Matthews,Mo Williams,Joel Freeland,CJ McCollum,Thomas Robinson,,,,,,
26881,SAS,2014,Boris Diaw,Marco Belinelli,Tim Duncan,Tony Parker,Kawhi Leonard,Manu Ginóbili,Patty Mills,Jeff Ayres,Matt Bonner,,,,,,
26882,MIN,2014,Kevin Martin,Kevin Love,Nikola Peković,Ricky Rubio,Corey Brewer,J.J. Barea,Ronny Turiaf,Luc Mbah a Moute,Chase Budinger,Dante Cunningham,Alexey Shved,A.J. Price,,,
26883,TOR,2014,DeMar DeRozan,Terrence Ross,Kyle Lowry,Amir Johnson,Jonas Valančiūnas,Patrick Patterson,Chuck Hayes,Greivis Vásquez,John Salmons,,,,,,
26884,CHI,2014,Jimmy Butler,Joakim Noah,Mike Dunleavy,Carlos Boozer,Kirk Hinrich,Taj Gibson,Tony Snell,D.J. Augustin,Nazr Mohammed,,,,,,
26885,WAS,2014,Nenê,Marcin Gortat,John Wall,Trevor Ariza,Bradley Beal,Martell Webster,Trevor Booker,Garrett Temple,Otto Porter Jr.,,,,,,
26886,MIA,2014,LeBron James,Ray Allen,Mario Chalmers,Chris Bosh,Shane Battier,Udonis Haslem,Norris Cole,Rashard Lewis,Roger Mason,Michael Beasley,Greg Oden,,,,
26887,CHA,2014,Al Jefferson,Gerald Henderson,Josh McRoberts,Kemba Walker,Michael Kidd-Gilchrist,Ramon Sessions,Anthony Tolliver,Cody Zeller,Bismack Biyombo,Chris Douglas-Roberts,,,,,
26888,PHI,2014,Michael Carter-Williams,Spencer Hawes,Thaddeus Young,Evan Turner,James Anderson,Elliot Williams,Hollis Thompson,Dewayne Dedmon,Lavoy Allen,Tony Wroten,Lorenzo Brown,Brandon Davies,,,
26889,CHI,2014,Jimmy Butler,Joakim Noah,Kirk Hinrich,Carlos Boozer,Mike Dunleavy,Tony Snell,D.J. Augustin,Taj Gibson,Nazr Mohammed,Cartier Martin,Erik Murphy,,,,
26890,POR,2014,Nicolas Batum,LaMarcus Aldridge,Damian Lillard,Wesley Matthews,Robin Lopez,Mo Williams,CJ McCollum,Thomas Robinson,Joel Freeland,Will Barton,Meyers Leonard,Dorell Wright,,,
